Thresholds,False Positive Rate,True Positive Rate
1.9276914188636116,0.0,0.0
0.9276914188636117,0.0,0.0007905138339920949
0.85114054757986,0.0,0.045059288537549404
0.8510238398411396,0.0005122950819672131,0.045059288537549404
0.829048028234298,0.0005122950819672131,0.07035573122529644
0.8285303292627995,0.0010245901639344263,0.07035573122529644
0.8162661854242848,0.0010245901639344263,0.08616600790513834
0.8156461885967683,0.0020491803278688526,0.08616600790513834
0.8107942290742891,0.0020491803278688526,0.09249011857707509
0.8092859210461195,0.0025614754098360654,0.09249011857707509
0.8063480390461938,0.0025614754098360654,0.10039525691699605
0.806319427402688,0.0030737704918032786,0.10039525691699605
0.7987104182753376,0.0030737704918032786,0.108300395256917
0.7986851336628626,0.003586065573770492,0.108300395256917
0.7861939441751553,0.003586065573770492,0.13122529644268774
0.7856209298477537,0.004098360655737705,0.13122529644268774
0.7830899736245329,0.004098360655737705,0.1367588932806324
0.7825334877836216,0.004610655737704918,0.1367588932806324
0.7796655770338468,0.004610655737704918,0.14545454545454545
0.7795105442556495,0.005122950819672131,0.14545454545454545
0.7788312286544086,0.005122950819672131,0.14624505928853754
0.7773627169115506,0.0056352459016393444,0.14624505928853754
0.7636207489528936,0.0056352459016393444,0.1707509881422925
0.7628799285628696,0.006147540983606557,0.1707509881422925
0.7584189220076294,0.006147540983606557,0.17470355731225296
0.7583893836480545,0.00665983606557377,0.17470355731225296
0.7357096109504069,0.00665983606557377,0.22134387351778656
0.7354222686865208,0.007172131147540984,0.22134387351778656
0.7336235639940059,0.007172131147540984,0.22687747035573122
0.7331417901575147,0.007684426229508197,0.22687747035573122
0.7326833217337204,0.007684426229508197,0.22845849802371543
0.7320836697821218,0.00819672131147541,0.22845849802371543
0.7318603085106645,0.00819672131147541,0.22924901185770752
0.7306548463763839,0.008709016393442622,0.22924901185770752
0.7278958120342257,0.008709016393442622,0.23241106719367588
0.72729790282596,0.009221311475409836,0.23241106719367588
0.7259318263959486,0.009221311475409836,0.23478260869565218
0.7251523695219716,0.00973360655737705,0.23478260869565218
0.7219390453714156,0.00973360655737705,0.23952569169960475
0.7216995836471177,0.010245901639344262,0.23952569169960475
0.717527587141388,0.010245901639344262,0.2482213438735178
0.7171171708737522,0.011270491803278689,0.2482213438735178
0.7107284397643231,0.011270491803278689,0.266403162055336
0.7099639515979291,0.0117827868852459,0.266403162055336
0.7062863567407882,0.0117827868852459,0.2711462450592885
0.7062551745049387,0.012295081967213115,0.2711462450592885
0.7055361091727853,0.012295081967213115,0.2735177865612648
0.7053487746462604,0.012807377049180328,0.2735177865612648
0.7049659670679403,0.012807377049180328,0.27509881422924903
0.7031438530678301,0.014344262295081968,0.27509881422924903
0.7020634956632253,0.014344262295081968,0.2766798418972332
0.7010235297048407,0.015368852459016393,0.2766798418972332
0.7004953909663582,0.015368852459016393,0.2774703557312253
0.6994890238934223,0.015881147540983607,0.2774703557312253
0.6957418285147844,0.015881147540983607,0.2845849802371542
0.6954135653838626,0.01639344262295082,0.2845849802371542
0.6930877343733886,0.01639344262295082,0.2885375494071146
0.6926645764756688,0.016905737704918034,0.2885375494071146
0.6922069415644071,0.016905737704918034,0.291699604743083
0.691837010074908,0.017418032786885244,0.291699604743083
0.6886591722631046,0.017418032786885244,0.2972332015810277
0.6885297233262225,0.017930327868852458,0.2972332015810277
0.6875625835482799,0.017930327868852458,0.30355731225296445
0.6873647255810081,0.018442622950819672,0.30355731225296445
0.6869928277052297,0.018442622950819672,0.30434782608695654
0.6865004920957459,0.018954918032786885,0.30434782608695654
0.686278395473252,0.018954918032786885,0.30513833992094863
0.6859986075525072,0.0194672131147541,0.30513833992094863
0.6810323333689028,0.0194672131147541,0.31146245059288535
0.6810263900962721,0.019979508196721313,0.31146245059288535
0.6779181834497308,0.019979508196721313,0.31541501976284586
0.6771878161517086,0.020491803278688523,0.31541501976284586
0.6741038695294062,0.020491803278688523,0.3193675889328063
0.6740664041798522,0.021004098360655737,0.3193675889328063
0.672487722457376,0.021004098360655737,0.324901185770751
0.6718155740604997,0.02151639344262295,0.324901185770751
0.6693025751143012,0.02151639344262295,0.33280632411067196
0.6688121878759216,0.022028688524590164,0.33280632411067196
0.6684539172939687,0.022028688524590164,0.33359683794466405
0.6681465496819251,0.022540983606557378,0.33359683794466405
0.6679772441538168,0.022540983606557378,0.33438735177865614
0.6677707343497629,0.02305327868852459,0.33438735177865614
0.6657221878875401,0.02305327868852459,0.3391304347826087
0.6645132316419249,0.024077868852459015,0.3391304347826087
0.6588568640192453,0.024077868852459015,0.3494071146245059
0.6584220743593155,0.025102459016393443,0.3494071146245059
0.6576441077994546,0.025102459016393443,0.3525691699604743
0.6570891094875254,0.025614754098360656,0.3525691699604743
0.6569574727331564,0.025614754098360656,0.3533596837944664
0.6567171423856767,0.02612704918032787,0.3533596837944664
