Thresholds,False Positive Rate,True Positive Rate
1.0003367794221698,0.0,0.0
0.00033677942216973444,0.0,0.014492753623188406
3.112696822292339e-10,0.0015535991714137752,0.014492753623188406
8.199677528847566e-12,0.0015535991714137752,0.028985507246376812
2.0989034405447795e-15,0.0031071983428275505,0.028985507246376812
1.2542723304503232e-15,0.0031071983428275505,0.043478260869565216
1.048597876520635e-15,0.0036250647332988087,0.043478260869565216
9.351609013377168e-16,0.0036250647332988087,0.07246376811594203
7.772855840895732e-17,0.005178663904712584,0.07246376811594203
4.6541664417990475e-17,0.005178663904712584,0.08695652173913043
1.312822947889803e-18,0.006732263076126359,0.08695652173913043
6.8692127354599715e-19,0.006732263076126359,0.11594202898550725
5.613529403001564e-19,0.0072501294665976174,0.11594202898550725
3.494328753516274e-19,0.0072501294665976174,0.13043478260869565
7.785112597835573e-20,0.008803728638011392,0.13043478260869565
3.361092681516494e-20,0.008803728638011392,0.14492753623188406
3.989274888856018e-21,0.010357327809425169,0.14492753623188406
1.4419662253862956e-21,0.010357327809425169,0.15942028985507245
8.358866700462136e-22,0.010875194199896427,0.15942028985507245
6.04287415706149e-22,0.010875194199896427,0.17391304347826086
4.431538917433964e-22,0.011910926980838944,0.17391304347826086
3.9936392573515683e-22,0.011910926980838944,0.18840579710144928
2.0946493966699265e-23,0.015018125323666495,0.18840579710144928
1.731599347048486e-23,0.015018125323666495,0.2028985507246377
3.636011233626138e-24,0.019161056447436563,0.2028985507246377
2.8061694201205173e-24,0.019161056447436563,0.21739130434782608
5.638096836239056e-25,0.023821853961677887,0.21739130434782608
1.962988172617268e-25,0.023821853961677887,0.2608695652173913
1.8009224894230158e-26,0.03003625064733299,0.2608695652173913
1.7210839474779005e-26,0.03003625064733299,0.2898550724637681
1.8901046564228986e-27,0.035732780942516834,0.2898550724637681
1.735005415865864e-27,0.035732780942516834,0.3188405797101449
1.2697198163822194e-27,0.03625064733298809,0.3188405797101449
1.1084036012824174e-27,0.03625064733298809,0.3333333333333333
7.698490768114482e-28,0.03728638011393061,0.3333333333333333
7.460830146176717e-28,0.03728638011393061,0.34782608695652173
8.73301633269774e-29,0.047125841532884516,0.34782608695652173
8.455439574269893e-29,0.047125841532884516,0.36231884057971014
3.0215382022573697e-29,0.050233039875712066,0.36231884057971014
3.003411225506908e-29,0.050233039875712066,0.37681159420289856
2.879846522594508e-30,0.061108234075608496,0.37681159420289856
2.0994697574656015e-30,0.061108234075608496,0.4057971014492754
1.4222470211778702e-31,0.07509062661833248,0.4057971014492754
1.2525571452468847e-31,0.07509062661833248,0.42028985507246375
8.380453730915225e-32,0.08078715691351632,0.42028985507246375
8.34223382537117e-32,0.08078715691351632,0.43478260869565216
2.676505121169713e-32,0.08803728638011393,0.43478260869565216
2.5322911043477805e-32,0.08803728638011393,0.4492753623188406
1.95125242301468e-32,0.08959088555152771,0.4492753623188406
1.8367554325167984e-32,0.08959088555152771,0.463768115942029
7.038044230227337e-33,0.09632314862765406,0.463768115942029
5.479894175452405e-33,0.09632314862765406,0.4927536231884058
1.880312890557561e-33,0.10357327809425168,0.4927536231884058
1.8703197439445463e-33,0.10357327809425168,0.5072463768115942
1.14836787809046e-33,0.10926980838943552,0.5072463768115942
1.1138857940513986e-33,0.10926980838943552,0.5217391304347826
1.0234849901010026e-33,0.1108234075608493,0.5217391304347826
9.982460493919022e-34,0.1108234075608493,0.5362318840579711
8.219075462171322e-34,0.11341273951320559,0.5362318840579711
8.098610233346175e-34,0.11341273951320559,0.5507246376811594
1.9415641215948486e-34,0.1258415328845158,0.5507246376811594
1.8592625800211952e-34,0.1258415328845158,0.5652173913043478
7.891778807449404e-35,0.13516312791299845,0.5652173913043478
7.173595266199724e-35,0.13516312791299845,0.5797101449275363
6.688296956618336e-35,0.13775245986535473,0.5797101449275363
6.671260180592714e-35,0.13775245986535473,0.5942028985507246
5.448282236847093e-35,0.13982392542723976,0.5942028985507246
5.15287710304157e-35,0.13982392542723976,0.6086956521739131
3.6953372009978245e-35,0.14396685655100985,0.6086956521739131
3.5766153075751925e-35,0.14396685655100985,0.6231884057971014
2.9028578726112237e-36,0.16778871051268773,0.6231884057971014
2.7997676964990565e-36,0.16778871051268773,0.6376811594202898
2.199162434957425e-36,0.170378042465044,0.6376811594202898
1.990302357977818e-36,0.170378042465044,0.6666666666666666
1.2430235042475748e-36,0.17969963749352666,0.6666666666666666
1.1158898926146871e-36,0.17969963749352666,0.6811594202898551
1.679064184526711e-38,0.2377006732263076,0.6811594202898551
1.6411680431950094e-38,0.2377006732263076,0.6956521739130435
1.4793524502420902e-38,0.23873640600725013,0.6956521739130435
1.4454231627893986e-38,0.23873640600725013,0.7246376811594203
