,accuracy,f1metric,precision,recall
1,0.6914825972368741,0.5547840617201943,0.6747645994029691,0.47161904761904766
2,0.707958638907317,0.6377188191172318,0.6458985070002202,0.6300952380952382
3,0.7012744987861629,0.5599414225930361,0.7111462217520745,0.47733333333333333
4,0.7239646132336646,0.553026627937326,0.816099121534652,0.41866666666666663
5,0.7332904351566871,0.572686812773574,0.8271766716340918,0.43809523809523815
6,0.7405953300199022,0.5926244598115817,0.8252267972330584,0.4624761904761905
7,0.7416831311077033,0.5955850704486747,0.8245001780592507,0.4662857142857143
8,0.742149935773575,0.597215591164647,0.8236904786025032,0.4685714285714286
9,0.7437038164876423,0.600649993599853,0.8248090596730984,0.4723809523809524
10,0.7457241393477785,0.6056087696145971,0.824937543294415,0.4784761904761905
11,0.7500758270587198,0.61945064846791,0.817971459730644,0.49866666666666665
12,0.7552058447859381,0.6390361737761319,0.8023012873883397,0.531047619047619
13,0.7597129326522796,0.6499437431423609,0.8013939122152418,0.5466666666666666
14,0.7634430197416201,0.6548658179633235,0.8090682430892604,0.5500952380952381
15,0.7639092202078206,0.6547633909820773,0.8121628208966811,0.5485714285714286
16,0.7646867043445582,0.657380362094499,0.8101387212241212,0.5531428571428572
17,0.7667066646848918,0.661106165947881,0.8116081992343215,0.5577142857142856
18,0.7685713457097594,0.6652948182311959,0.8114021383430888,0.5638095238095239
19,0.7690374253360256,0.6677544801436236,0.8079728903396928,0.5691428571428572
20,0.76919294633136,0.6691903309648328,0.8053939801404846,0.5725714285714285
21,0.7713692735465675,0.6726964679772834,0.8081455966613682,0.5763809523809524
22,0.7730783127361665,0.6752840440102748,0.8108625403977252,0.5786666666666667
23,0.7735451174020381,0.6758681187395685,0.8118262104789709,0.5790476190476191
24,0.7732343170912378,0.6754314375168612,0.8113147015275641,0.5786666666666667
25,0.7732340754113693,0.6782591146708344,0.8047874961125597,0.5862857142857143
26,0.7732341962513034,0.6781319292904652,0.8050584181609128,0.5859047619047619
27,0.7733892338869011,0.6782852419421819,0.8055181750218516,0.5859047619047619
28,0.7761866783639724,0.6854571343525399,0.8029632301823287,0.5980952380952381
29,0.7760315198884407,0.6863340883845669,0.8005432785257037,0.6007619047619047
30,0.7758761197330404,0.6860475275777081,0.8004484408507071,0.6003809523809523
31,0.774943477120771,0.684355901311625,0.7998475956531015,0.5980952380952381
32,0.7749435979607052,0.6844994561703797,0.7995535135550543,0.5984761904761904
33,0.7737003967175039,0.6826317045987261,0.7978374653453949,0.5965714285714285
34,0.7738560385527726,0.6825105090739034,0.7988473759397039,0.5958095238095238
35,0.7752550024711767,0.6846275548597498,0.8006408339856523,0.5980952380952381
36,0.7752548816312425,0.6844984479215498,0.800998608379565,0.5977142857142856
37,0.7775862464820474,0.6890866865465959,0.8018705136812357,0.6041904761904762
38,0.7782080887835165,0.689244528931136,0.8044061047742961,0.603047619047619
39,0.7778970467928478,0.6892423480832353,0.803000745293265,0.6038095238095239
40,0.7778971676327819,0.6888357063742233,0.8039139623944823,0.6026666666666667
41,0.7780526886281163,0.6900513803058973,0.8017801045432448,0.6057142857142856
42,0.7778975301525846,0.68879114434876,0.8038267917074993,0.6026666666666667
43,0.7814727004462619,0.6950968575583204,0.8067181873235532,0.6106666666666667
44,0.7816279797617278,0.6960606269596262,0.8053768317688302,0.6129523809523809
45,0.7827167475690027,0.6976535267594011,0.8070837187478487,0.6144761904761905
46,0.7820949052675334,0.6965019660955207,0.8066594978923097,0.6129523809523809
47,0.7831830688751373,0.6975331432026602,0.8094904676101817,0.6129523809523809
48,0.7834938691859377,0.6979281752338259,0.809950502476601,0.6133333333333333
49,0.7838045486568037,0.6986405503729163,0.809829359034693,0.6144761904761905
50,0.784891866384868,0.7004928666381605,0.8107014140355577,0.6167619047619047
51,0.7845807035542649,0.7000347310854866,0.8102484249339323,0.6163809523809524
52,0.786134946788135,0.7026141789966349,0.8119350643680455,0.6194285714285714
53,0.7850470248603997,0.7016370335637708,0.8087027681146808,0.6198095238095238
54,0.7862909511432064,0.7033866248417333,0.8107128483313273,0.6213333333333334
55,0.7861354301478719,0.703235375852233,0.81030081542036,0.6213333333333334
56,0.7859801508324059,0.7030703188632605,0.809866368428327,0.6213333333333333
57,0.7855139503662055,0.7022381184271602,0.8095736110345084,0.6201904761904762
58,0.7856693505216056,0.7025184022144948,0.8096740697556568,0.6205714285714286
59,0.7862907094633378,0.7035059303975051,0.8102942443363045,0.6217142857142857
60,0.7862907094633378,0.7035005217483538,0.8102834756877118,0.6217142857142857
61,0.7866016306140723,0.704054908389149,0.8104636996398451,0.6224761904761904
62,0.7864462304586721,0.7037842398241694,0.8103806499621011,0.622095238095238
63,0.7862907094633377,0.7036440216901804,0.8099796102666715,0.6220952380952381
64,0.7862909511432064,0.7036546385976321,0.8099847530922233,0.6220952380952381
65,0.7861354301478719,0.7033629535856107,0.809872237863142,0.6217142857142858
66,0.7866017514540067,0.7039436636609184,0.810774003540115,0.6220952380952381
67,0.7864463512986065,0.703663239097205,0.8106742650495719,0.6217142857142858
68,0.786290830303272,0.7032810818552182,0.8109114221782174,0.6209523809523809
69,0.7852030292154708,0.7015767763950654,0.8096317639626683,0.6190476190476191
70,0.7855138295262711,0.7020132166664265,0.8101356040327472,0.6194285714285714
71,0.7864462304586721,0.7035559952941167,0.8109885669346226,0.6213333333333334
72,0.7870679519202071,0.7044059837304935,0.8120043964517942,0.6220952380952381
73,0.7872233520756072,0.7044256121675476,0.81273843500824,0.6217142857142857
74,0.7867569099295382,0.70405433477327,0.81115687828037,0.6220952380952381
75,0.7866016306140724,0.7040248968649563,0.8104354247622922,0.6224761904761904
76,0.786756789089604,0.704419997240698,0.810204910012564,0.6232380952380951
77,0.7864459887788037,0.7043736883679566,0.8088171800393734,0.624
78,0.7867569099295382,0.7049324187892615,0.8090139570966711,0.6247619047619046
79,0.7861351884680033,0.7041979352919221,0.807717938501385,0.6243809523809524
80,0.7856694713615398,0.703698440819154,0.8068553785247079,0.624
81,0.7862909511432064,0.7045538106018745,0.8078326689626156,0.6247619047619046
82,0.7861356718277402,0.7041573171682193,0.8080470840962312,0.624
83,0.7859802716723401,0.704229636474706,0.8070198604885391,0.6247619047619046
84,0.7859802716723401,0.704229636474706,0.8070198604885391,0.6247619047619046
85,0.7864465929784747,0.7049565767939043,0.8076066622235676,0.6255238095238095
86,0.7864464721385406,0.7049692524021489,0.8076292774278198,0.6255238095238095
87,0.7866018722939409,0.7056149048607516,0.8068046925263314,0.627047619047619
88,0.7866018722939407,0.705495757248362,0.807112959561973,0.6266666666666667
89,0.7864465929784747,0.7054549863013595,0.8063720633113132,0.6270476190476191
90,0.7853578251712,0.7032342499416384,0.8062957392109134,0.6236190476190477
91,0.786134946788135,0.704240033907455,0.8076990297427715,0.6243809523809525
92,0.7884666741587425,0.7079181361643663,0.8103718295737398,0.6285714285714286
93,0.7887777161494112,0.7083402605946377,0.8107924657475525,0.6289523809523809
94,0.7876899150616102,0.7067565005285983,0.809282821744925,0.6274285714285714
95,0.7880005945324763,0.7077103300397795,0.8085525589155281,0.6293333333333334
96,0.7886224368339454,0.7090599942731096,0.8083210295880698,0.6316190476190476
97,0.7889332371447456,0.709350906335102,0.8091294665021053,0.6316190476190476
98,0.7887781995091482,0.7095510330055296,0.8078044923217608,0.6327619047619047
99,0.7884672783584137,0.7090094032318145,0.807627099837687,0.632
100,0.7878454360569445,0.7084978316551811,0.8057699285661174,0.6323809523809524
101,0.7878456777368131,0.7082599825913167,0.8063859799998173,0.6316190476190476
102,0.7875351191058811,0.707442184757938,0.8068306067571202,0.6300952380952382
103,0.7873795981105467,0.7075212379940617,0.8058124872692936,0.6308571428571429
104,0.787690398421347,0.7078222231541665,0.8066079743385789,0.6308571428571429
105,0.7875351191058811,0.7079544367203049,0.8056217727648745,0.6316190476190476
106,0.787690398421347,0.7084839262865764,0.805113940329863,0.6327619047619046
107,0.7870689186396806,0.707239389383446,0.8050115764858464,0.6308571428571428
108,0.7876903984213471,0.7081008576275108,0.8059793715600115,0.6316190476190476
109,0.7876903984213471,0.7081008576275108,0.8059793715600115,0.6316190476190476
110,0.787379718950481,0.7076760805910962,0.805508047887097,0.6312380952380952
111,0.7875351191058811,0.7080791795412578,0.8052786026882142,0.632
112,0.7872243187950808,0.7075198141222354,0.8050785880369087,0.6312380952380952
113,0.7880013195720815,0.7088966918798835,0.8055728266188,0.6331428571428571
114,0.7876906401012155,0.7079931963104824,0.8063251966843173,0.6312380952380952
115,0.7876906401012155,0.7081194521962988,0.8060173238412738,0.6316190476190476
116,0.7867583600087488,0.7067096347609223,0.8048260911459753,0.6300952380952382
117,0.7864475596979484,0.7062955661620671,0.8043568846107559,0.6297142857142857
118,0.7861363968673456,0.7057460309270726,0.8041895673609133,0.6289523809523809
119,0.7858255965565453,0.7057031461086571,0.8028140052067394,0.6297142857142857
