,accuracy,f1metric,precision,recall
1,0.6914825972368741,0.5547840617201943,0.6747645994029691,0.47161904761904766
2,0.707958638907317,0.6377188191172318,0.6458985070002202,0.6300952380952382
3,0.710443107954772,0.6457612505284189,0.6445974815872766,0.649904761904762
4,0.721322810591862,0.5853641537882465,0.7558197637566988,0.49485714285714294
5,0.7311142287814139,0.6018336462761523,0.7613372338566885,0.5001904761904762
6,0.7461902189740448,0.6234947154615587,0.7901397574521167,0.5150476190476191
7,0.7387306489950347,0.6203076043673632,0.7611993461003836,0.5241904761904761
8,0.7440151001581794,0.6311997584708304,0.7661443933887435,0.5371428571428571
9,0.747434507776654,0.6366239133767742,0.7722460777723935,0.5420952380952381
10,0.7492990679615874,0.641234643097069,0.7717044399540562,0.548952380952381
11,0.7460354230183157,0.6356964496310425,0.767330065535671,0.5428571428571429
12,0.7492995513213243,0.6388129486433458,0.775949008113751,0.5432380952380953
13,0.7558272037276703,0.6523600090072172,0.7792912621710509,0.5615238095238095
14,0.7524081586289983,0.642353158857383,0.7833432966110729,0.5447619047619048
15,0.7471243116655246,0.6440393712935405,0.7568375611852133,0.5607619047619048
16,0.744170741993448,0.6391843524303423,0.7532540950065619,0.5554285714285715
17,0.7475901496119225,0.6483379181385084,0.7507466976813488,0.5706666666666667
18,0.7516313995318661,0.6548595094012762,0.7563345341795392,0.5775238095238096
19,0.7552064489856092,0.6613411160585075,0.7593383492380271,0.5859047619047619
20,0.7519424415225349,0.6614314022883787,0.7466019521150606,0.5939047619047619
21,0.7553617283010752,0.6656916830449179,0.7524844461089566,0.5969523809523809
22,0.7548945611154009,0.6659388602265531,0.7500520830222167,0.598857142857143
23,0.7569156090151424,0.6689145058888204,0.752921287790962,0.6019047619047619
24,0.7544292065287399,0.6665312594106305,0.7474579913546824,0.6015238095238095
25,0.7536505139926601,0.6664078052183152,0.7450022381423467,0.6030476190476192
26,0.7547389192801324,0.670008061529974,0.7428929927978457,0.6102857142857143
27,0.7547387984401981,0.6694606219020148,0.7439010735120124,0.6087619047619046
28,0.7508518611162468,0.6684445632133376,0.7314073382995693,0.6156190476190476
29,0.7545823107253901,0.6768988604773385,0.731419277409842,0.6300952380952382
30,0.7544276356095951,0.6773380280183459,0.7302904138212934,0.6316190476190476
31,0.7555144699779225,0.678910093562541,0.731464930561077,0.6335238095238095
32,0.7561355872397864,0.677420508438083,0.7355932320087353,0.6278095238095238
33,0.7572256842863375,0.6807899789488221,0.7348068712508519,0.6342857142857143
34,0.758623802325202,0.6824758536989559,0.736570227538211,0.6358095238095238
35,0.7635986615768886,0.6916471610378254,0.7388786269638506,0.6502857142857141
36,0.7558267203679334,0.6838724397206131,0.724554292811922,0.6476190476190476
37,0.759867970287877,0.6873288240636822,0.7326012972182653,0.6476190476190476
38,0.7587798066802733,0.6883147488182043,0.7271660395865288,0.6537142857142857
39,0.76142173016201,0.6947127269431687,0.7263946686115837,0.6659047619047619
40,0.7583151771332175,0.6900993435713596,0.7236238376399741,0.6598095238095238
41,0.7587807733997469,0.6897933112224188,0.7253053543781757,0.6579047619047619
42,0.7587799275202075,0.6911234790486855,0.7234936784067194,0.6617142857142857
43,0.7604901751091486,0.6932581865127672,0.7258436502800573,0.6636190476190476
44,0.7592464905062106,0.6924517617924634,0.7227605094868039,0.6647619047619048
45,0.7580022017036014,0.6927739056351914,0.7184569282747362,0.668952380952381
46,0.7699704304680977,0.7047313097822747,0.739608728788931,0.6731428571428572
47,0.7657746262722934,0.7017602322942207,0.7303751177868143,0.6754285714285714
48,0.7715244320220992,0.7067568719138662,0.7417085609187802,0.675047619047619
49,0.7712150817905095,0.7079472277837545,0.7388035031588063,0.6796190476190477
50,0.7698163595519738,0.70585142674708,0.7374435387241943,0.676952380952381
51,0.7698155136724344,0.706866960568726,0.7356117456893347,0.6803809523809523
52,0.7727694458643136,0.7090008392106507,0.7424892177545022,0.6784761904761905
53,0.7671732276708949,0.703358899143176,0.732430857365207,0.6765714285714286
54,0.7732348004509746,0.710811013054343,0.7410160448677073,0.683047619047619
55,0.7716805572171046,0.7060947905802083,0.7430415785255247,0.6727619047619048
56,0.771681886456381,0.7085943297967204,0.7394014695845357,0.6803809523809523
57,0.7716805572171046,0.707825884628698,0.7405105346430922,0.6780952380952381
58,0.7732348004509746,0.7095991917160809,0.743167631037798,0.6792380952380952
59,0.7723026411984422,0.7087995750002156,0.7413066369060678,0.6792380952380952
60,0.7705928769692378,0.7073889742861438,0.737783848429713,0.6796190476190476
61,0.7690386337353678,0.7062984980409606,0.7339751719841835,0.6807619047619048
62,0.7696604760368368,0.706519434913095,0.7357717751400065,0.6796190476190477
63,0.7715235861425597,0.7103407218180975,0.736285895303142,0.6864761904761905
64,0.7673287486662292,0.7043277222499633,0.7315407342292913,0.6792380952380952
65,0.7695042300018972,0.7072757620947804,0.7338229658974582,0.6826666666666668
66,0.7671735901906975,0.7037972266043218,0.731708780601911,0.6780952380952381
67,0.771370119426107,0.7103073654379075,0.7355031332897628,0.6868571428571428
68,0.7702819558185032,0.7053188495511314,0.740053455929307,0.6739047619047619
69,0.7691940338907679,0.7071172537991324,0.7332277358267708,0.6830476190476191
70,0.770903073080367,0.7089544405015814,0.7359573373897874,0.6841904761904762
71,0.7719923242473788,0.708872650615913,0.7399802720114368,0.6803809523809524
72,0.7754116110259189,0.7154027848857402,0.7409764920210533,0.6918095238095239
73,0.7743229640585784,0.7146171734623742,0.7382391672360844,0.6925714285714285
74,0.7778986177119924,0.7196587275125911,0.7421347120443952,0.6986666666666667
75,0.7769654917399864,0.7181504115999149,0.7416371260528246,0.6963809523809524
76,0.7743233265783811,0.7162065670824042,0.7357584944892944,0.6979047619047618
77,0.7749452897197844,0.7152390440663724,0.7391692543116226,0.692952380952381
78,0.779919061412063,0.7208768549891073,0.7470896513948377,0.6967619047619047
79,0.772924362659977,0.7111489975646508,0.7392330816376257,0.6853333333333333
80,0.7758775698122509,0.7162194494335983,0.7415931602413396,0.692952380952381
81,0.775878174011922,0.7168038952934429,0.7400343782851275,0.6952380952380952
82,0.77370257183632,0.7139002456189985,0.7373267027991126,0.6921904761904761
83,0.7796076569015916,0.7202331456669298,0.7473311367364323,0.6952380952380952
84,0.7775875757213238,0.7180618135556607,0.7440184743014635,0.6940952380952381
85,0.78069509546959,0.7229173806159211,0.7460492540037829,0.7013333333333334
86,0.7788312603242619,0.7210230441022191,0.7428882555719503,0.7005714285714286
87,0.7786754976490592,0.720032898641687,0.7443345930260596,0.6975238095238095
88,0.7842709908028725,0.7269380958160985,0.7521744805939948,0.7036190476190477
89,0.7782085721432533,0.719065882310679,0.7440186189522822,0.696
90,0.7811608125760536,0.7221430312737065,0.7492145434289899,0.6971428571428572
91,0.7813168169311249,0.7227586003411923,0.748742688055726,0.6990476190476191
92,0.783025856120724,0.7239651501129672,0.7531001288087241,0.6975238095238094
93,0.784579615994857,0.7277826866847775,0.7513440785125074,0.705904761904762
94,0.7864457470989352,0.7303230782473328,0.7539387569677525,0.7085714285714285
95,0.7830256144408555,0.7242586308135952,0.7524716755017462,0.6982857142857143
96,0.7852027875356024,0.7281623983682228,0.7532630200355093,0.7051428571428572
97,0.7825607432139314,0.7262387847698838,0.747309446871687,0.7066666666666667
98,0.7850470248603997,0.7269912691709409,0.7548848931275323,0.7013333333333334
99,0.7831830688751372,0.7248316189259176,0.7519403036357457,0.6998095238095239
100,0.7858235422776636,0.7283656962686997,0.7554021625282059,0.7036190476190477
101,0.7897092712022729,0.7329610786160777,0.7605692307838936,0.7074285714285715
102,0.7911078726008741,0.736468207780286,0.7590201410085833,0.7154285714285715
103,0.7883103072838687,0.7317274369546272,0.7575167194243775,0.7078095238095238
104,0.788931666225601,0.730893887751533,0.761904651984403,0.7024761904761905
105,0.7869113433654646,0.7273650044133969,0.7610118736966722,0.6967619047619047
106,0.7856685046420661,0.7289219733771032,0.7530589223982288,0.7066666666666667
107,0.7872223853561333,0.7297129799278697,0.7577450122703558,0.7040000000000001
108,0.7856685046420661,0.7273339837615158,0.7560033275206584,0.700952380952381
109,0.7889333579846799,0.7312406372231925,0.7613181687072397,0.7040000000000001
110,0.7858245089971373,0.7279901414031993,0.7552344508586778,0.7028571428571427
111,0.7886219534742086,0.7310913685673349,0.7599091107556808,0.7047619047619047
112,0.7900209173926125,0.7334670400785128,0.7604934567310422,0.7085714285714285
113,0.7876891900220049,0.7279782888668574,0.7630710697257127,0.6963809523809524
114,0.7906422763343448,0.733327579605316,0.7632020772169381,0.7059047619047619
115,0.7904869970188788,0.7335546828855188,0.7620440404311835,0.7074285714285714
116,0.7907981598494818,0.7333455308015953,0.7635867910736153,0.7059047619047618
117,0.7918855984174802,0.7334753603464053,0.7680950612288179,0.7020952380952382
118,0.7918849942178092,0.7344440343238949,0.7662980556220536,0.7055238095238094
