,accuracy,f1metric,precision,recalll
1,0.7040721168790799,0.5672727272727273,0.667379679144385,0.4932806324110672
2,0.7059372085794218,0.6246031746031746,0.6270916334661355,0.6221343873517786
3,0.7205470935654337,0.6227444397817877,0.6636851520572451,0.5865612648221344
4,0.7239664283493938,0.6684092606422704,0.6334041047416844,0.7075098814229249
5,0.7454149829033261,0.6101856258924322,0.7667464114832536,0.5067193675889328
6,0.758159776188996,0.6319772942289499,0.7868080094228505,0.5280632411067193
7,0.7538078955548648,0.6246445497630332,0.7798816568047338,0.5209486166007905
8,0.755362138638483,0.615158924205379,0.8064102564102564,0.4972332015810277
9,0.7603357165060616,0.6215022091310751,0.8199481865284974,0.500395256916996
10,0.7615791109729562,0.6300048239266763,0.8081683168316832,0.516205533596838
11,0.7609574137395089,0.6308209313490158,0.8031784841075794,0.5193675889328063
12,0.7578489275722723,0.6209245742092456,0.8075949367088607,0.5043478260869565
13,0.7640658999067454,0.6345690900337024,0.8115763546798029,0.5209486166007905
14,0.7677960833074293,0.6382566585956416,0.82375,0.5209486166007905
15,0.7684177805408766,0.6513804398689752,0.7981651376146789,0.5501976284584981
16,0.7668635374572583,0.6475563909774436,0.7983777520278099,0.5446640316205533
17,0.7637550512900217,0.6408317580340265,0.7967097532314924,0.5359683794466403
18,0.764376748523469,0.643796992481203,0.7937427578215527,0.541501976284585
19,0.766241840223811,0.6466165413533834,0.7972190034762456,0.5438735177865612
20,0.766241840223811,0.6499068901303539,0.7904869762174406,0.5517786561264822
21,0.7721479639415605,0.668475802804161,0.781183932346723,0.5841897233201581
22,0.776188995958968,0.6747967479674797,0.7871443624868283,0.5905138339920949
23,0.776188995958968,0.6747967479674797,0.7871443624868283,0.5905138339920949
24,0.776188995958968,0.6747967479674797,0.7871443624868283,0.5905138339920949
25,0.7774323904258627,0.6777677767776779,0.786833855799373,0.5952569169960474
26,0.7777432390425862,0.6772009029345373,0.7894736842105263,0.5928853754940712
27,0.7802300279763755,0.6819613135402609,0.791231732776618,0.5992094861660079
28,0.7649984457569163,0.6238805970149254,0.8416107382550335,0.4956521739130435
29,0.7687286291576002,0.6334975369458128,0.8405228758169935,0.508300395256917
30,0.7693503263910476,0.6352015732546706,0.8400520156046815,0.5106719367588933
31,0.7690394777743239,0.634889434889435,0.8389610389610389,0.5106719367588933
32,0.7699720236244949,0.6365422396856583,0.8404669260700389,0.5122529644268775
33,0.7693503263910476,0.6359175662414132,0.8382923673997412,0.5122529644268775
34,0.7702828722412185,0.637922586967173,0.8389175257731959,0.5146245059288538
35,0.7820951196767174,0.7153877385302475,0.7353923205342237,0.6964426877470355
36,0.7817842710599938,0.7150974025974026,0.7347789824854045,0.6964426877470355
37,0.7817842710599938,0.7157894736842104,0.733609958506224,0.6988142292490118
38,0.7830276655268884,0.7169505271695052,0.736053288925895,0.6988142292490118
39,0.7873795461610196,0.7224025974025974,0.7422852376980817,0.7035573122529645
40,0.7876903947777433,0.7226958993097848,0.7429048414023373,0.7035573122529645
41,0.7895554864780852,0.724236252545825,0.7470588235294118,0.7027667984189724
42,0.7895554864780852,0.7260218535006071,0.7437810945273632,0.7090909090909091
43,0.7926639726453217,0.7302871006874242,0.7475165562913907,0.7138339920948616
44,0.7895554864780852,0.7271261588069327,0.7417763157894737,0.7130434782608696
45,0.7920422754118744,0.7299152200242229,0.7458745874587459,0.7146245059288537
46,0.7904880323282562,0.7290996784565915,0.741618969746525,0.71699604743083
47,0.7858253030774013,0.7236261532290413,0.7345276872964169,0.7130434782608696
48,0.7886229406279142,0.7277822257806246,0.7372262773722628,0.7185770750988142
49,0.7883120920111906,0.7274909963985595,0.7366288492706645,0.7185770750988142
50,0.7880012433944669,0.7272000000000001,0.7360323886639676,0.7185770750988142
51,0.7954616101958346,0.7253756260434057,0.7683465959328029,0.6869565217391305
52,0.7970158532794529,0.7266638760987861,0.7722419928825622,0.6861660079051384
