,accuracy,f1metric,precision,recalll
1,0.7040721168790799,0.5672727272727273,0.667379679144385,0.4932806324110672
2,0.7059372085794218,0.6246031746031746,0.6270916334661355,0.6221343873517786
3,0.7205470935654337,0.6227444397817877,0.6636851520572451,0.5865612648221344
4,0.7239664283493938,0.6684092606422704,0.6334041047416844,0.7075098814229249
5,0.7454149829033261,0.6101856258924322,0.7667464114832536,0.5067193675889328
6,0.758159776188996,0.6319772942289499,0.7868080094228505,0.5280632411067193
7,0.7625116568231272,0.6409774436090225,0.7902665121668598,0.5391304347826087
8,0.7646875971401927,0.6464269033162074,0.7899543378995434,0.5470355731225296
9,0.7649984457569163,0.6480446927374302,0.7882219705549264,0.5501976284584981
10,0.7634442026732982,0.6377915278438838,0.8014354066985646,0.5296442687747036
11,0.7618899595896799,0.6222879684418146,0.8269986893840104,0.49881422924901186
12,0.7637550512900217,0.62890625,0.822477650063857,0.509090909090909
13,0.7687286291576002,0.6395348837209301,0.8260325406758448,0.5217391304347826
14,0.7684177805408766,0.6395742622157716,0.8241895261845387,0.5225296442687747
15,0.7668635374572583,0.6383799421407907,0.8182941903584673,0.5233201581027668
16,0.7690394777743239,0.6486997635933806,0.8070588235294117,0.542292490118577
17,0.7674852346907056,0.6504672897196262,0.7954285714285714,0.5501976284584981
18,0.7715262667081132,0.6592489568845619,0.797085201793722,0.5620553359683794
19,0.7730805097917314,0.6629732225300092,0.7968923418423973,0.5675889328063242
20,0.7721479639415605,0.6623675725472132,0.7935982339955849,0.5683794466403163
21,0.7727696611750078,0.6632888070013819,0.7947019867549668,0.5691699604743083
22,0.7727696611750078,0.6632888070013819,0.7947019867549668,0.5691699604743083
23,0.7730805097917314,0.6639042357274401,0.794928335170893,0.5699604743083004
24,0.7749456014920734,0.667279411764706,0.7969264544456641,0.5739130434782609
25,0.7712154180913895,0.6630036630036631,0.7878128400435256,0.5723320158102767
26,0.7718371153248368,0.6642268984446478,0.7882736156351792,0.5739130434782609
27,0.7746347528753497,0.6691008671839344,0.7915766738660908,0.5794466403162055
28,0.7805408765930991,0.6796733212341198,0.7976570820021299,0.5920948616600791
29,0.7802300279763755,0.6784902228285585,0.7987152034261242,0.5897233201581028
30,0.7805408765930991,0.6790909090909092,0.7989304812834225,0.5905138339920949
31,0.7718371153248368,0.6447241045498548,0.8314606741573034,0.5264822134387351
32,0.7786757848927572,0.676950998185118,0.7944621938232161,0.5897233201581028
33,0.7783649362760335,0.6757617098681219,0.7955032119914347,0.5873517786561265
34,0.7792974821262045,0.6755027422303473,0.800650054171181,0.5841897233201581
35,0.7792974821262045,0.6752058554437328,0.8013029315960912,0.583399209486166
36,0.7820951196767174,0.680637813211845,0.8032258064516129,0.5905138339920949
37,0.7830276655268884,0.6827272727272726,0.8032085561497326,0.5936758893280633
38,0.7824059682934411,0.6818181818181818,0.8021390374331551,0.5928853754940712
39,0.7833385141436121,0.6833257610177194,0.8034188034188035,0.5944664031620553
40,0.79421821572894,0.7170940170940171,0.7804651162790698,0.6632411067193675
41,0.7939073671122163,0.7170294494238157,0.7792207792207793,0.6640316205533597
42,0.7935965184954927,0.717926932880204,0.7759412304866851,0.6679841897233202
43,0.7935965184954927,0.7155098543273352,0.7811038353601497,0.6600790513833992
44,0.7929748212620454,0.7156276686592655,0.7780872794800371,0.6624505928853754
45,0.792353124028598,0.7150170648464164,0.7766450417052827,0.6624505928853754
46,0.7945290643456636,0.7174005985463874,0.7811918063314711,0.6632411067193675
47,0.7945290643456636,0.717883055911225,0.7801484230055659,0.6648221343873518
48,0.7945290643456636,0.7171587505348738,0.7817164179104478,0.6624505928853754
49,0.7873795461610196,0.6949152542372881,0.797338792221085,0.6158102766798419
50,0.7792974821262045,0.6612595419847328,0.8339350180505415,0.5478260869565217
51,0.7805408765930991,0.6638095238095238,0.8347305389221557,0.5509881422924902
