,accuracy,f1metric,precision,recalll
1,0.6962077778545279,0.5579899497487437,0.6702076291646547,0.47796143250688705
2,0.6887476687158942,0.5125486802250109,0.6894644935972061,0.4078856749311295
3,0.702079160046971,0.5505887256434302,0.6972816046450251,0.4548898071625344
4,0.7207294328935553,0.5909136901750481,0.7165644171779141,0.5027548209366391
5,0.7301927194860813,0.613802649792367,0.72085462145843,0.5344352617079889
6,0.7518132209711957,0.6100922409115572,0.825066040504843,0.4839876033057851
7,0.7399323064170754,0.6360560657322378,0.725148776724708,0.5664600550964187
8,0.7513296953788768,0.6281759966948978,0.7849767681982447,0.5235881542699724
9,0.7545762243558748,0.6339754816112084,0.7891767119774301,0.5297865013774105
10,0.7565103267251503,0.6322378716744915,0.8022239872915012,0.5216942148760331
11,0.7566484768943842,0.6342020558612813,0.7988490714098875,0.5258264462809917
12,0.7429716101402224,0.6163522012578616,0.7681829863788229,0.5146349862258953
13,0.744353111832562,0.620059542141464,0.767861683193491,0.5199724517906336
14,0.7473233404710921,0.6293819655521783,0.7646479566715904,0.5347796143250688
15,0.7681840160254196,0.6606673407482305,0.800342969132778,0.5625
16,0.7679077156869517,0.660468876313662,0.799412915851272,0.5626721763085399
17,0.770325343648546,0.6672004804323891,0.7967965574946211,0.5738636363636364
18,0.7697036678869932,0.6681266175592275,0.7918829636621048,0.5778236914600551
19,0.770118118394695,0.6673330667732906,0.7955195424213537,0.574724517906336
20,0.7707397941562478,0.6709626251610985,0.7908389810703436,0.5826446280991735
21,0.7719831456793534,0.6680744092508798,0.802997341068407,0.571969696969697
22,0.7725357463562893,0.6693443116778793,0.802939050831125,0.5738636363636364
23,0.7727429716101403,0.669147224456959,0.8044003868471954,0.5728305785123967
24,0.7707397941562478,0.6635580334515966,0.8067537589351738,0.5635330578512396
25,0.7718449955101195,0.6747415066469719,0.7881297446514838,0.5898760330578512
26,0.7680458658561857,0.6488916771225428,0.8261448349307774,0.534263085399449
27,0.7710160944947158,0.6554412223261614,0.8269079464988198,0.5428719008264463
28,0.7699799682254611,0.6764477263894287,0.7763157894736842,0.5993457300275482
29,0.770394418733163,0.656469615543613,0.8210961737331954,0.546831955922865
30,0.7685984665331215,0.6532808942247982,0.8188894654903995,0.5433884297520661
31,0.7717068453408855,0.6624451026452866,0.8142103941752448,0.5583677685950413
32,0.769910893140844,0.6569162632608918,0.8174826967444245,0.5490702479338843
33,0.7717759204255025,0.6623748211731044,0.8147310206133735,0.5580234159779615
34,0.7707397941562478,0.6589951710675023,0.8170700636942675,0.5521694214876033
35,0.7751605995717344,0.6846235829861447,0.7828495457567028,0.6082988980716253
36,0.7752296746563515,0.6835861532477636,0.7852993744414656,0.6051997245179064
37,0.7744007736409477,0.6835271317829458,0.7816932624113475,0.6072658402203857
38,0.7728811217793742,0.6684815486993345,0.8065693430656934,0.5707644628099173
39,0.7730883470332252,0.6680812367384056,0.8085106382978723,0.5692148760330579
40,0.7763348760102231,0.6844054580896686,0.7886343216531896,0.6045110192837465
41,0.7741244733024798,0.6702299314239613,0.8089094449853943,0.572141873278237
42,0.7730883470332252,0.6674091323276298,0.8100270336692061,0.5674931129476584
43,0.779995855494923,0.6930120481927711,0.7871688197941756,0.6189738292011019
44,0.7779926780410306,0.6904853620955316,0.7834353146853147,0.6172520661157025
45,0.7782689783794985,0.6896751740139211,0.7863756613756614,0.6141528925619835
46,0.7738481729640119,0.6640673096655038,0.8217369222955815,0.5571625344352618
47,0.7790288043102853,0.6904093680441304,0.7882872928176795,0.6141528925619835
48,0.7792360295641362,0.6916843526914914,0.7865291794646775,0.6172520661157025
