Training Logloss,Validation Logloss
,
0.4293404012632726,0.43109068467976414
0.3809050250576121,0.3838174929110365
0.32850691318899544,0.3327925044326797
0.3134741259749916,0.31499137694143964
0.2756618546107687,0.2803509925541553
0.2303254495500557,0.23365740057166615
0.20008669499817155,0.2057695360528268
0.17189065915993842,0.17787603376196523
0.14555894652350018,0.15110679786754092
0.12425820153728762,0.1262662294876502
0.10735287938601897,0.10768143853289291
0.09557351857546487,0.10032708055352502
0.07521195484579332,0.07486134530926265
0.06779438978170209,0.06845411912123109
0.06405875371326318,0.0644783017111208
0.04898159428407194,0.0494491270471367
0.039033408626082705,0.0394447399723509
0.03499452020987677,0.03471042264328381
0.03016313269496753,0.030502156819638544
0.026677094760230592,0.028436479811102887
0.0223794007325223,0.023257493691443826
0.019268587171842433,0.020591126203903472
0.019272908808960282,0.020764519311904584
0.01696490173551059,0.01663017283632769
0.014050770966807133,0.014574056918311977
0.012027439839647248,0.013223907664285429
0.01222153835575158,0.013920771153182843
0.008732658160647649,0.010535107105664437
0.009640304746681738,0.009868991509526782
0.009551642415330824,0.009480929993796856
0.006539225883412321,0.007725836652300009
0.00811397848982225,0.008238243875772265
0.005782136487893611,0.007257775496149557
0.004526941121426805,0.005564085615970124
0.0038009406104622715,0.004643500042615483
0.0048860619700839495,0.006533413752702949
0.005144614431017189,0.005983375067438614
0.003930570175088953,0.0041612978604023895
0.007136262494251229,0.00653447550758063
0.002988622202864996,0.00374962368133104
0.005873415127388275,0.007869475426316662
0.0032149621269790705,0.003970449541208213
0.0024998832241319253,0.0030658435258866215
0.0033068125966478454,0.003362844253201303
0.003000350693288793,0.0030935351020975016
0.002619209579676902,0.003291812803870583
0.0032379118368213934,0.0038598792351853843
0.0024245694935718888,0.003250097244244751
0.0026476379156879443,0.002786104857085831
0.0022045217372283206,0.002677132750106938
0.002791334785829035,0.002697902463383083
0.003394852647473093,0.004529056004762331
0.002279956244866013,0.0018338469489227133
0.0015812605263974546,0.001547472040579061
0.002780626868816765,0.004579985303426197
0.0046826578922385875,0.004022335410760877
0.001955589588584862,0.0027820810947944835
0.0025298323708525363,0.002357965032304802
0.004315265385108829,0.0036374448973583886
0.0028616502419606294,0.004295757018908419
0.0021145325234400957,0.0019778707554043147
0.003000737977285544,0.0026929405240051613
0.002226142078105221,0.0019950513787799023
0.0023853859096484805,0.002557692805801181
0.0024838838239324415,0.002177328343793012
0.0020636573079318037,0.0017958107693187397
0.002084112138049759,0.0019608402295686464
0.0034096218190664824,0.001813503958063029
0.0026811360000083403,0.0017710685123109172
0.002356198939627211,0.002257332400701852
0.0020939629777034646,0.0015302154630886986
0.0024466366990929917,0.002644697337856886
0.00121842381873887,0.001543601788024716
0.001818049889930854,0.001965662359375488
0.0018928021935962418,0.0018668402165105114
0.0016436817013725095,0.0016015631216988488
0.0030216512303739233,0.002101029689203314
0.0028022219534449165,0.0021781681022852066
0.0018587201974850438,0.0010301510142732553
0.0023516857448753078,0.001498689358585009
0.0021896321014949517,0.0019633182574908966
0.00168202302813552,0.0012995800747977622
0.0017404631523443245,0.0006779060133805013
0.002699360640866174,0.002109692865061319
0.0024733397946261285,0.001966816290384264
0.0019186584665462476,0.001464903161018398
0.002536392394275676,0.001661886883477591
0.002270984797772963,0.0017926535583957996
0.002318536383041148,0.0012226215951214394
0.0019496158880389722,0.0026981806957714983
0.0019231381043029426,0.0014942872866555315
0.0025075575528034862,0.002031012054832849
0.0025310936024314492,0.0020019156473272248
0.0029399421721529964,0.0023257355044787615
0.0016253623348392947,0.0013735799509455014
0.0014849454268808409,0.0005008761999728737
0.002025023107096954,0.0016567584895108753
0.0022803249677746528,0.001512158320476662
0.0019909339859519207,0.0013423351181293603
0.002559206112028516,0.0023448651041108348
