Training Logloss,Validation Logloss
,
0.4459988468846386,0.4422493262812289
0.42608559668539747,0.42324530646810593
0.4088887206840344,0.4106350228700276
0.4015325559914092,0.40559810913410665
0.38807929932563484,0.39171523546755477
0.3845843599050824,0.3930200944036341
0.3833236661381453,0.3891214299835413
0.36791928273397595,0.3712558740046481
0.36659689147989233,0.37184253422335733
0.36124280728122055,0.3661655039736631
0.35199589444065715,0.3564746551589563
0.34702709291237166,0.3509184418866561
0.3411318415406827,0.34492319541214317
0.33961630047157865,0.3434485334123434
0.33063422308248824,0.333291579501671
0.32915580129798744,0.33480083888863
0.32458227724251404,0.3313655452608771
0.32633308205844785,0.3283470801664294
0.31754599026448377,0.3228786572803837
0.31592480207082246,0.31902201486311127
0.3146405173056378,0.31964920831617366
0.31465260915987775,0.31704177510571946
0.3114852096732013,0.3190475980957797
0.3000138298213123,0.30309750845152644
0.2998624584885114,0.3020471860470387
0.297876471509995,0.29780390484273844
0.29673371494075956,0.29998165624764017
0.3012234434786145,0.3041838292590509
0.2903412910193786,0.2930014732551728
0.29506390958696144,0.3002813766867846
0.2967791604430011,0.3026379398313799
0.2974585048044987,0.29942885368576033
0.28710543593396354,0.29211197885576995
0.2852551644952735,0.2907653451452534
0.2819523663668813,0.28763345911671856
0.2835071143548902,0.29043450636531715
0.28536846450367115,0.29161892589109617
0.2797817860826655,0.2834118552252371
0.2832866763381301,0.29010079866114646
0.2808842178681964,0.28482417944003746
0.2761279539567093,0.2826074331992517
0.27665610826489484,0.28250926134662974
0.2745531015259851,0.28016587836648515
0.27373799610876876,0.2806824263917518
0.27214584144308923,0.2774841574392304
0.2719377621978736,0.279361962834202
0.2684204284835055,0.2761536530276168
0.26817313706024615,0.2741747932187998
0.27460124066829616,0.2797546780870425
0.26627799172119143,0.27082586564587063
0.2646380738349691,0.2724565914445705
0.2653948750708903,0.2744749277530843
0.26065135001400735,0.26605097593358285
0.26248796622778436,0.26856200634021127
0.2701023251401864,0.2764972070274935
0.25917666821421687,0.26644165205392367
0.2631910212742184,0.2722569106960963
0.261692724605987,0.26632930465897586
0.25881779151572404,0.26581127342798694
0.25664724644848597,0.26236323192088407
0.25546466703792914,0.2603168450846565
0.2551279396702908,0.2614702596320596
0.25204577441084924,0.2592060945837495
0.2502943422144765,0.25801875619546893
0.25419046564378256,0.2636924439602065
0.25238105751414447,0.26169982225222344
0.2471294981320161,0.2571069358828206
0.2515092676155216,0.2597852682368452
0.24492348540915343,0.2540829683044237
0.2448748452774978,0.2533010573875866
0.24294575633822757,0.2514607043995546
0.2437788233294604,0.2513445443311259
0.24599134441982126,0.2529099696491337
0.2430693974450006,0.2513924909836353
0.24085336656753165,0.24741909826181954
0.2404266309176663,0.2487797400770484
0.24238896545027283,0.2516895749063421
0.24551678373272035,0.25758486845165096
0.24045035768716572,0.2487731114928093
0.24138963703991034,0.2501406554237543
0.24192861021093473,0.2491519523789446
0.23511687350672034,0.24492861620152184
0.23867350208014523,0.2480964118080341
0.2354889030388207,0.2435675304118871
0.23373615365907668,0.24434282650455275
0.23563529032140967,0.24529032734440645
0.236616172584423,0.2472754980636134
0.2326526713656543,0.2444044346438902
0.23519730051828505,0.24614088436716894
0.23165248649351747,0.24246839705670536
0.23574664460272046,0.24683761177997207
0.2268421193263858,0.23639348801013418
0.22827209433802728,0.23886299541698205
0.22826876318278436,0.2390808310596875
0.22665956021067604,0.23614454328082873
0.22556038367036046,0.2375598627677803
0.23057687526203038,0.2428259709472908
0.22649625166214,0.23918956405277375
0.22957615201859996,0.24229117361945957
0.22312134715310825,0.23542817377911537
