Training Logloss,Validation Logloss
,
0.46299629105440404,0.45917383814610074
0.4133779215723266,0.40866105345725995
0.3902464718541314,0.3942726959481221
0.38529142522979964,0.3827839186272145
0.3659589476350855,0.3691489653398145
0.3613292258636325,0.3631931184752819
0.34483397393956444,0.3449806045690449
0.3386170171865459,0.34087727558603936
0.32707802332017333,0.332977742901958
0.3141583396721506,0.3182788496910547
0.2955549708068553,0.3029584479399596
0.2899204909482694,0.29678835377521356
0.27548555217968596,0.28076951713951315
0.26912689655057553,0.2777590879641944
0.2582942223525412,0.2655730114529422
0.24058604782434853,0.24662805004331873
0.23586820728877794,0.24372853160509775
0.23437643003717834,0.24149296087370806
0.22307968530000144,0.2305955835698274
0.2183514427307565,0.22621390041617978
0.21044031268478108,0.2167456509080751
0.20839160029065565,0.2134071828359283
0.2051853562189928,0.21045069799634816
0.18897313852327224,0.19073502241853962
0.18039140866466535,0.18347413849704716
