Training AUC,Validation AUC
,
0.8683735109438135,0.8661260199244013
0.880597324395735,0.8802599540511391
0.8865434435823288,0.8856313433026204
0.8914214333261604,0.8916127915562945
0.8932292977671754,0.8943715657053121
0.8975664669614881,0.8977605953793191
0.902695581868768,0.903439184372285
0.9045570661662427,0.9041504917321813
0.907462587608758,0.9070364685423213
0.9075888225524005,0.9078659432768257
0.9154408019230806,0.9144525785644737
0.9144152688222124,0.9138861015325263
0.9170748668473783,0.916413235738066
0.9180236943238836,0.9177974947807933
0.9197148174104988,0.919400815230871
0.9248748126525919,0.9243930767737153
0.925108263152438,0.9235609446020009
0.9235031379734647,0.9235003550336113
0.9268268121635311,0.92557085294522
0.9271548684140218,0.926152831694226
0.9304820936412856,0.9287725332959167
0.9328374458853333,0.931735132878947
0.9337730837951052,0.9323469635059463
0.9351674577346857,0.9337777276998499
0.9344911260627223,0.9339959918760372
0.9360421885121161,0.9350802262577473
0.9335590391901484,0.9334504200168092
0.9387791443929671,0.9371337165712115
0.9380232646564349,0.9367091466862821
0.9406363610040137,0.9391190879108575
0.9411580011213225,0.9398624616797554
0.9416289443447631,0.9405508264984048
0.9433829956755937,0.9411587595508293
0.943386160205341,0.9419294163417506
0.9425797607241887,0.9415412533465992
0.9430346397317354,0.9410962211951522
0.9457786332690732,0.9440371183743004
0.946284056177956,0.9454141137553201
0.9473627260009714,0.9453967518322144
0.9465706917133802,0.9448052948904923
0.9457152138383066,0.944142795794021
0.9486633638316699,0.9467039451958495
0.9472214253190144,0.9455813551370741
0.9482659455983677,0.9469170716600974
0.9480809132088824,0.9468714523213245
0.9511002933043994,0.9501540073444478
0.9502660169734102,0.949668936472369
0.9513390663339224,0.9509351167217288
0.951347078311273,0.9507281909443044
0.9520260994309098,0.9513603066753406
0.9529234408941695,0.9521967793278314
0.953003858600501,0.9522537370653672
0.9508628569464744,0.9510539927462593
0.9528108544948579,0.9520735628225243
0.9528679207094137,0.9513122070618383
0.9524264969924727,0.9518481235658698
0.9546750926579142,0.9544042238369992
0.9516835008376099,0.9504245344524332
0.9560216685095019,0.9554811945570016
0.9557667346372226,0.9555988304441676
0.9560402772327754,0.9549643230196423
0.957522919811267,0.9568768805797323
0.9563804037888423,0.9561848839302293
0.9574165014266796,0.9568782092983373
0.9579317158576309,0.9570669759214929
0.9572159523735212,0.9561620299702226
0.9567164317554907,0.956144225140915
0.9592663180305049,0.9579433101321349
0.9574888991034218,0.9565203410873808
0.9582983906441749,0.9568596958191071
0.9592751513361868,0.9574344109064058
0.9589845057859682,0.9573932206296496
0.9578408302411933,0.9566214122826039
0.9594355116667757,0.9576455885833663
0.9606702660817135,0.9584736460180253
0.9603451972117224,0.9581558165277003
0.9606373163215943,0.9588604802945716
0.9606889472751338,0.9587712789855534
0.9609123646857548,0.9598709265030818
0.9613898141179383,0.9595646125740008
0.9605069988930105,0.9588799681674455
0.9621941763827393,0.9607950945835052
0.9623897411002392,0.9597953667050756
0.9614102748560767,0.9593017034526842
0.9630928464653589,0.9609626902902205
0.9631763079178596,0.9617116446772596
0.9636944372591636,0.9626595525300927
0.9638895671557822,0.9625483830734713
0.963798512442335,0.9632200060376974
0.9636519697530865,0.9634446480631889
0.9641601062663584,0.9635161331241399
0.9642986691872106,0.963991814384743
0.9645789756631397,0.9641096274343898
0.961576972298399,0.9611246167975543
0.9644251376457708,0.9645871689010399
0.962849290406141,0.9622342739952406
0.9649887540826058,0.9640105050264538
0.9632394696769928,0.9625963941057334
0.9658748787775749,0.9654775875288952
0.9642349598758564,0.9633187741206718
