Training Logloss,Validation Logloss
,
0.42830423922073996,0.430215949016182
0.40692492228863314,0.4045191781739751
0.4010279424671563,0.40227772026739955
0.3916037002055749,0.39083485885627534
0.3814989075659365,0.38223674116038314
0.3757016597628279,0.3715744231311528
0.37874005623067003,0.37162388460933177
0.36487728862127944,0.35851531812195686
0.36735817561597295,0.35538395360674774
0.35393416973921726,0.3461033584027767
0.3516317385529691,0.3457088525710731
0.348382631802548,0.3367286184062286
0.3411681228723206,0.32944304030024624
0.34199013782196613,0.3257276143789546
0.3335612034888278,0.317185203006373
0.333988147841847,0.31939453472809803
0.3313104581266878,0.31645223599497374
0.32329063107935596,0.30759187433205953
0.3214813113458469,0.3072738740506369
0.32023423143550434,0.3062702369536486
0.3158893852080621,0.30466745455099403
0.31236711736309386,0.3015645365719562
0.31182759056547044,0.29990536095676246
0.30821302332561995,0.2956751214934053
0.30905104704182357,0.29770389326684893
0.3051877825735172,0.29293684721829055
0.30727147920705283,0.29470872415825344
0.3021386873952405,0.28947512816783133
0.2967358063467661,0.2865569309211038
0.29488449099594044,0.2829451241675116
0.29507678962184786,0.28170219930224305
0.29343758259596536,0.27993650604078213
0.29204165287869077,0.2814870118955059
0.29164192344372764,0.27824911600447383
0.2862550714096585,0.2736520021447085
0.2890666885722514,0.27719131188951973
0.28384343819258623,0.27150724962603673
0.2834600300040678,0.27535979289825335
0.2828180926753032,0.27091053977425567
0.28424313295752995,0.2773856690252616
0.2791233117622276,0.2709239045246699
0.28221756030473766,0.27205274238974186
0.28151716232102414,0.2699481867641244
0.27368120209742713,0.2649223741743481
0.27488174036749596,0.26812883210790683
0.2721696367086181,0.2629825289965587
0.27255657763027513,0.25981720445330786
0.27176516187641014,0.25807027250512066
0.27025785009037084,0.2598018169175342
0.27085932848054023,0.2596326031044228
0.27176516187641014,0.25807027250512066
