Thresholds,False Positive Rate,True Positive Rate
2.0,0.0,0.0
1.0,0.0,0.23775949862906384
0.9999998807907104,0.0,0.281629455542499
0.9999997615814209,0.0,0.3027810419114767
0.9999996423721313,0.0,0.32040736388562474
0.9999995231628418,0.0,0.3321582452017235
0.9999994039535522,0.0,0.34312573443008226
0.9999992847442627,0.0,0.3501762632197415
0.9999991655349731,0.0,0.36036036036036034
0.9999990463256836,0.0,0.36936936936936937
0.999998927116394,0.0,0.3772032902467685
0.9999988079071045,0.0,0.3846455150802977
0.9999986886978149,0.0,0.39052095573834705
0.9999985694885254,0.0,0.39287113200156676
0.9999984502792358,0.0,0.3983548766157462
0.9999983310699463,0.0,0.4026635330983157
0.9999982118606567,0.0,0.4061887974931453
0.9999980926513672,0.0,0.4101057579318449
0.9999979734420776,0.0,0.41284763023893456
0.9999978542327881,0.0,0.41676459067763416
0.9999977350234985,0.0,0.4195064629847238
0.9999974966049194,0.0,0.42420681551116335
0.9999973773956299,0.0,0.426948687818253
0.9999972581863403,0.0,0.4292988640814728
0.9999971389770508,0.0,0.4336075205640423
0.9999970197677612,0.0,0.43595769682726204
0.9999969005584717,0.0,0.43869956913435176
0.9999967813491821,0.0,0.44222483352918135
0.9999966621398926,0.0,0.44339992166079123
0.999996542930603,0.0,0.44418331374853115
0.9999964237213135,0.0,0.445750097924011
0.9999961853027344,0.0,0.4481002741872307
0.9999960660934448,0.0,0.4500587544065805
0.9999959468841553,0.0,0.4535840188014101
0.9999958276748657,0.0,0.4555424990207599
0.9999957084655762,0.0,0.4563258911084998
0.9999955892562866,0.0,0.45867606737171956
0.9999954700469971,0.0,0.46141793967880923
0.9999953508377075,0.0,0.46298472385428907
0.9999951124191284,0.0,0.4669016842929886
0.9999949932098389,0.0,0.4692518605562084
0.9999948740005493,0.0,0.4712103407755582
0.9999947547912598,0.0,0.4735605170387779
0.9999946355819702,0.0,0.4751273012142577
0.9999945163726807,0.0,0.4763023893458676
0.9999943971633911,0.0,0.47865256560908737
0.9999942779541016,0.0,0.47982765374069725
0.999994158744812,0.0,0.48296122209165687
0.9999940395355225,0.0,0.4849197023110067
0.9999939203262329,0.0,0.48609479044261655
0.9999938011169434,0.0,0.4880532706619663
0.9999936819076538,0.0,0.48962005483744614
0.9999935626983643,0.0,0.490795142969056
0.9999934434890747,0.0,0.491186839012926
0.9999932050704956,0.0,0.4927536231884058
0.999993085861206,0.0,0.49392871132001565
0.9999929666519165,0.0,0.4954954954954955
0.9999926090240479,0.0,0.4990207598903251
0.9999924898147583,0.0,0.500587544065805
0.9999923706054688,0.0,0.5009792401096749
0.9999920129776001,0.0,0.5017626321974148
0.9999918937683105,0.0,0.5021543282412848
0.999991774559021,0.0,0.5029377203290247
0.9999916553497314,0.0,0.5033294163728946
0.9999914169311523,0.0,0.5052878965922444
0.9999911785125732,0.0,0.5076380728554641
0.9999909400939941,0.0,0.5084214649432041
0.9999908208847046,0.0,0.509596553074814
0.9999905824661255,0.0,0.5103799451625538
0.9999904632568359,0.0,0.5115550332941637
0.9999903440475464,0.0,0.5119467293380336
0.9999902248382568,0.0,0.5127301214257736
0.9999901056289673,0.0,0.5131218174696436
0.9999899864196777,0.0,0.5142969056012534
0.9999898672103882,0.0,0.5146886016451234
0.9999897480010986,0.0,0.5170387779083431
0.9999896287918091,0.0,0.5186055620838229
0.9999895095825195,0.0,0.5189972581276929
0.99998939037323,0.0,0.5201723462593028
0.9999892711639404,0.0,0.5209557383470427
0.9999890327453613,0.0,0.5217391304347826
0.9999889135360718,0.0,0.5225225225225225
0.9999887943267822,0.0,0.5236976106541323
0.9999886751174927,0.0,0.5240893066980024
0.9999885559082031,0.0,0.5252643948296122
0.9999877214431763,0.0,0.527222875048962
0.9999873638153076,0.0,0.5283979631805719
0.9999872446060181,0.0,0.5299647473560517
0.999987006187439,0.0,0.5311398354876615
0.9999868869781494,0.0,0.5319232275754014
0.9999866485595703,0.0,0.5342734038386212
0.9999865293502808,0.0,0.5346650998824912
0.9999862909317017,0.0,0.535840188014101
0.9999860525131226,0.0,0.5374069721895809
0.9999855756759644,0.0,0.5385820603211907
0.9999854564666748,0.0,0.5409322365844105
0.9999845027923584,0.0,0.5428907168037603
0.9999843835830688,0.0,0.5436741088915001
0.9999841451644897,0.0,0.5444575009792401
0.9999840259552002,0.0,0.54524089306698
0.9999837875366211,0.0,0.54563258911085
0.9999836683273315,0.0,0.5468076772424598
0.9999831914901733,0.0,0.5475910693301997
0.9999828338623047,0.0,0.5483744614179397
0.9999827146530151,0.0,0.5487661574618097
0.999982476234436,0.0,0.5495495495495496
