Training Logloss,Validation Logloss
,
0.3875679934594555,0.3848723774872958
0.34947235744454974,0.34186618291717347
0.3241649863928323,0.31546726127201913
0.29642875179765943,0.2920769539848856
0.28080300251693574,0.27940547734523735
0.24581984801835655,0.2441144683664989
0.22659433943307494,0.22009616768150894
0.19947128526810123,0.1975795291302055
0.17841400717247763,0.17892841876201868
0.15528719494704823,0.1577325854354859
0.14339672708815018,0.14482779099848042
0.12262350445802125,0.12288296646454187
0.11124769051328767,0.11032415866283106
0.09669823589646553,0.0962151794910343
0.08516754669111967,0.0801713962149687
0.08343924916860093,0.07943271949158717
0.0696345467134851,0.07046986927050802
0.0694067295973031,0.06149988655029148
0.05334226250762742,0.04862869577818397
0.049275069035520105,0.048509187521359444
0.04512922242079979,0.043848115586221176
0.038848409552242086,0.03745972136841414
0.036907356760823996,0.03500662106450374
0.03155039062664864,0.03138971115725203
0.028073162033879436,0.025965018376711963
0.02690331090893781,0.028848960779120445
0.02459034402241361,0.024475665085882232
0.02156436479924112,0.021592198082460247
0.02248876288952627,0.018965638084547327
0.018194014127887022,0.017506670463109646
0.015889707089161355,0.014937830184374886
0.01619870540837192,0.013537653995633586
0.015588284445652944,0.01630771693238659
0.012556857461818678,0.01239983268203744
0.013003042578099434,0.012427860992111406
0.013088117057002685,0.009623678549836694
0.013139169514265575,0.010782132155240555
0.010064455653544744,0.010359101918056316
0.010357615876189457,0.010281090162975072
0.011583903551251438,0.007611146584646198
0.008553005626164784,0.008837967235482186
0.007364950216618673,0.007995179058782123
0.008927880208583197,0.009122555003894854
0.007616371088444239,0.007592252455597305
0.009157986207064645,0.009389890635459253
0.006402707955544162,0.005899136940001553
0.006170657472134386,0.005775357998027067
0.006046653659114517,0.007339748494969726
0.005306367244372466,0.006334387556899668
0.006167999005681424,0.005546823384610564
