Training Logloss,Validation Logloss
,
0.418153387152614,0.42009034573815757
0.4074531507109684,0.4156268136628729
0.3793656096038501,0.38991878370859334
0.3656667751257523,0.38255544114724493
0.3546535506332941,0.37637113452906223
0.3440020800967943,0.36216179870255777
0.3295688752868207,0.34819830472018615
0.32729894300078244,0.3473452394473849
0.30987800215628314,0.3368646115471545
0.30149584106022764,0.32848644645922404
0.29378934242191324,0.32246694233911805
0.2838136416053918,0.3169893850054682
0.27522000575026107,0.306724564945705
0.26714445699206957,0.3009496956733687
0.26086842877402094,0.29274191268735644
0.2553902632106397,0.28522563057832684
0.24405867676313522,0.2737767709396693
0.23713250368362196,0.2678904585189773
0.22987937871078587,0.25986927514167313
0.22957995652494725,0.2536543643155264
0.2172407945157497,0.24520935634824356
0.21161618122936998,0.2362224272686937
0.21268133003311812,0.2386331493935742
0.20826226408982143,0.23549201953196586
0.2037822066412189,0.2262217588719347
0.1936619864708319,0.22509873237769534
0.1883856618805944,0.2166069239499193
0.18638787746690597,0.209979087127215
0.18082958925010903,0.2065914379180554
0.180290388116104,0.20500479341128833
0.17199232028795772,0.19434808077640398
0.1719149917853962,0.1951672499383999
0.1678475601940859,0.1950393882019252
0.16425036440645366,0.19318588593674343
0.15703365400811725,0.18037088083962088
0.1575124334022532,0.17835013779291736
0.15500252055696925,0.17707859848926616
0.1499286311460287,0.16988685000670503
0.14624490362572184,0.1698608077943831
0.14316008620819495,0.16012885482371203
0.1398462366824624,0.1640090336910112
0.14468214753295858,0.1699846266203133
0.1356111917806492,0.15752502115316402
0.1339909002700292,0.15408946271433563
0.13631128978016657,0.15620353252394872
0.12824260142549598,0.15194957803844644
0.13136865472584972,0.15006925284795564
0.12370993957085476,0.1425123047714522
0.12272946537323876,0.14083329634647798
0.12202679498467978,0.14115941545401658
