Training Logloss,Validation Logloss
,
0.4017197076364475,0.41148977080478666
0.3710277654324747,0.38969441449304626
0.35044145705465946,0.3611770048565878
0.32866854402506185,0.34446801330987203
0.3114787385739388,0.3264077225552235
0.2930551125699507,0.30108631030854505
0.27670665515644566,0.29034182065645686
0.2596249852715604,0.2778292721946459
0.2426866161441788,0.262862926294282
0.22063745473222177,0.2334602065210559
0.21427279224655685,0.22848021055059214
0.19599338745137554,0.21546996774044366
0.17657760849045798,0.18853550056996746
0.16323788415210508,0.1785311903996165
0.15542535744070288,0.1685205321637751
0.13675725221368634,0.1514638310872065
0.126610650533177,0.13995603177611135
0.12118459743364665,0.13248781379831487
0.107303305113651,0.11607905708245389
0.10262570042292592,0.11360388369334652
0.09315489581813295,0.10317486109855516
0.08665516051576164,0.09536027203519477
0.07899556516365173,0.08647152590950433
0.07530687718886579,0.08187207394925997
0.0666268179615257,0.07543769784884746
0.06386294497108372,0.07231633505269532
0.06192668947401393,0.07124364937904422
0.06305558191566471,0.06796861820344648
0.05104081390027835,0.055096485220047585
0.04828962314374944,0.05193473067049188
0.04617203787306235,0.04567593317081513
0.04462123933366339,0.04713656716049269
0.04264307490613154,0.042074419812026455
0.04041204216113852,0.03869548116623281
0.033594109962749,0.03379285173820888
0.032074083487594184,0.031581456594364544
0.029573299928408597,0.02769615473975862
0.027504877389928798,0.0284773342281049
0.02674241500110383,0.028971641920352835
0.02569524273157174,0.02468991231012504
0.02612209905542392,0.025355079798648122
0.02394783912144707,0.02305301957228007
0.02415664487575455,0.023266446326298734
0.02080902178364798,0.019643636088314112
0.02085188518558348,0.02084689885270743
0.018958685329363022,0.01792392725108553
0.01876708557936209,0.01829619239570344
0.018355301785542767,0.020754376883381456
0.019333871551042155,0.020536312762756033
0.016605822035719277,0.01652410600622601
