,variable,relative_importance,scaled_importance,percentage
187,GIS005,0.26237112283706665,0.26237112283706665,0.0016533116182439462
188,RAD002,0.2623279392719269,0.2623279392719269,0.0016530395003020372
189,NEO024,0.26224079728126526,0.26224079728126526,0.0016524903816946238
190,RSP001,0.26215869188308716,0.26215869188308716,0.0016519730007905802
191,MUS020,0.26162663102149963,0.26162663102149963,0.0016486202598541403
192,ESA006,0.26109546422958374,0.26109546422958374,0.0016452731528295412
193,CAR002,0.26084086298942566,0.26084086298942566,0.0016436688025343524
194,GEN019,0.2607421576976776,0.2607421576976776,0.0016430468186671317
195,FRS010,0.26047319173812866,0.26047319173812866,0.001641351950188368
196,MST019,0.26043736934661865,0.26043736934661865,0.0016411262181206146
197,NEO069,0.2603074014186859,0.2603074014186859,0.0016403072351360284
198,FRS004,0.2602904438972473,0.2602904438972473,0.0016402003786081154
199,CAR022,0.25998812913894653,0.25998812913894653,0.0016382953652176908
200,MBD013,0.2599695324897766,0.2599695324897766,0.001638178179851403
201,GEN013,0.25975680351257324,0.25975680351257324,0.0016368376844274233
202,MBD017,0.25971394777297974,0.25971394777297974,0.0016365676322531893
203,MUS011,0.25949084758758545,0.25949084758758545,0.0016351617834518568
204,NEO060,0.2593921720981598,0.2593921720981598,0.0016345399873816976
205,FAC014,0.2592986822128296,0.2592986822128296,0.0016339508680002148
206,MST023,0.2591574192047119,0.2591574192047119,0.0016330607099293737
207,CAR029,0.2590881288051605,0.2590881288051605,0.0016326240817617144
208,DIG022,0.25902363657951355,0.25902363657951355,0.0016322176889209338
209,EYE004,0.2589956521987915,0.2589956521987915,0.0016320413474803178
210,CIR016,0.2588857114315033,0.2588857114315033,0.001631348564120965
211,NVS014,0.25885748863220215,0.25885748863220215,0.0016311707203038582
212,INF004,0.2583291530609131,0.2583291530609131,0.001627841454000088
213,OTR002,0.25821980834007263,0.25821980834007263,0.0016271524265819624
214,MRS003,0.2581976652145386,0.2581976652145386,0.0016270128933653727
215,INJ047,0.25816023349761963,0.25816023349761963,0.001626777020256306
216,INJ005,0.25811630487442017,0.25811630487442017,0.001626500207387863
217,MUS012,0.2580731511116028,0.2580731511116028,0.0016262282772430154
218,GNR006,0.2580556571483612,0.2580556571483612,0.0016261180403679978
219,URN010,0.2578586935997009,0.2578586935997009,0.0016248768895894769
220,RES009,0.2578192949295044,0.2578192949295044,0.0016246286218743605
221,GIS012,0.2577245235443115,0.2577245235443115,0.0016240314272192393
222,EYE003,0.2574458718299866,0.2574458718299866,0.0016222755246955338
223,ESA008,0.2573944926261902,0.2573944926261902,0.001621951762561751
224,RSP008,0.25726833939552307,0.25726833939552307,0.0016211568176010191
225,INJ024,0.25722092390060425,0.25722092390060425,0.0016208580324763972
226,END015,0.25708386301994324,0.25708386301994324,0.0016199943537912077
227,ADM003,0.2570231854915619,0.2570231854915619,0.001619611998974281
228,NEO027,0.2569253146648407,0.2569253146648407,0.0016189952734247785
229,PLC001,0.2569074332714081,0.2569074332714081,0.0016188825951879632
230,HEP003,0.2562848627567291,0.2562848627567291,0.0016149595145761764
231,MBD011,0.2561868131160736,0.2561868131160736,0.0016143416622443057
232,EYE006,0.25575900077819824,0.25575900077819824,0.001611645835428499
233,CIR009,0.25568968057632446,0.25568968057632446,0.0016112090194637784
234,NEO072,0.2556648850440979,0.2556648850440979,0.0016110527723087278
235,NEO023,0.25564417243003845,0.25564417243003845,0.0016109222533510833
236,CIR027,0.25538405776023865,0.25538405776023865,0.0016092831605995432
237,CNS010,0.25519993901252747,0.25519993901252747,0.001608122950354468
238,INJ036,0.2551030218601227,0.2551030218601227,0.001607512234310929
239,FAC004,0.2548561692237854,0.2548561692237854,0.0016059567112516934
240,CAR025,0.25481122732162476,0.25481122732162476,0.0016056735132831642
241,FAC009,0.2545808255672455,0.2545808255672455,0.001604221654201799
242,CIR030,0.25448739528656006,0.25448739528656006,0.0016036329104144387
243,MST022,0.25425583124160767,0.25425583124160767,0.0016021737272476804
244,FRS003,0.2541716992855072,0.2541716992855072,0.0016016435761434644
245,NEO016,0.25416094064712524,0.25416094064712524,0.0016015757814043137
246,IMG002,0.25411778688430786,0.25411778688430786,0.001601303851259466
247,GIS028,0.2540261745452881,0.2540261745452881,0.0016007265630928488
248,NCM001,0.2538272738456726,0.2538272738456726,0.0015994732055053399
249,INJ006,0.2534140646457672,0.2534140646457672,0.001596869399249599
250,ESA007,0.25325971841812134,0.25325971841812134,0.0015958967982688216
251,SKN005,0.2531306743621826,0.2531306743621826,0.0015950836369931377
252,INJ028,0.2531224191188812,0.2531224191188812,0.001595031617207141
253,NEO008,0.2530895471572876,0.2530895471572876,0.0015948244770484623
254,CIR012,0.2529606521129608,0.2529606521129608,0.0015940122547580852
255,INJ050,0.2527705729007721,0.2527705729007721,0.0015928144851007383
256,ESA001,0.2525503635406494,0.2525503635406494,0.0015914268526143578
257,BLD005,0.2520594298839569,0.2520594298839569,0.001588333271622593
258,NVS009,0.251834899187088,0.251834899187088,0.0015869184085623152
259,CNS005,0.2518029510974884,0.2518029510974884,0.0015867170901125386
260,END012,0.2516421675682068,0.2516421675682068,0.0015857039249665074
261,MUS030,0.2513560652732849,0.2513560652732849,0.0015839010731774623
262,MBD006,0.25123652815818787,0.25123652815818787,0.0015831478191643518
263,INJ054,0.2509932219982147,0.2509932219982147,0.0015816146439554181
264,GIS007,0.25082123279571533,0.25082123279571533,0.001580530867114316
265,GEN021,0.2507985830307007,0.2507985830307007,0.0015803881413476832
266,MST015,0.25070250034332275,0.25070250034332275,0.0015797826836218623
267,INJ012,0.2506764531135559,0.2506764531135559,0.0015796185489902346
268,MAM003,0.25051000714302063,0.25051000714302063,0.0015785697024025454
269,INJ043,0.25037720799446106,0.25037720799446106,0.0015777328786971301
270,GIS003,0.2502826452255249,0.2502826452255249,0.0015771369986214384
271,NVS002,0.2502572238445282,0.2502572238445282,0.0015769768077280994
272,PNS002,0.25022467970848083,0.25022467970848083,0.0015767717333370955
273,MST013,0.2499983161687851,0.2499983161687851,0.0015753453207575441
274,NEO045,0.24990716576576233,0.24990716576576233,0.001574770943445378
275,CAR023,0.24987836182117462,0.24987836182117462,0.0015745894375855747
276,SKB002,0.24974896013736725,0.24974896013736725,0.0015737740227451545
277,SKB001,0.24956649541854858,0.24956649541854858,0.0015726242352369847
278,MST016,0.24944815039634705,0.24944815039634705,0.0015718784931063289
279,CAR014,0.24910905957221985,0.24910905957221985,0.0015697417381421875
280,EYE001,0.24896861612796783,0.24896861612796783,0.0015688567444905339
281,NEO031,0.24896714091300964,0.24896714091300964,0.0015688474485359965
282,MUS032,0.2488054782152176,0.2488054782152176,0.0015678287433766554
283,CAR009,0.2482898086309433,0.2482898086309433,0.0015645792908239628
284,INJ041,0.24823716282844543,0.24823716282844543,0.0015642475473150723
285,CAR020,0.24814669787883759,0.24814669787883759,0.0015636774893353176
286,ENT001,0.24784599244594574,0.24784599244594574,0.0015617826169862065
287,CAR015,0.2477472871541977,0.2477472871541977,0.001561160633118986
288,SKB007,0.24764780700206757,0.24764780700206757,0.0015605337665281702
289,RSP007,0.2474784404039383,0.2474784404039383,0.0015594665158284676
290,LYM005,0.2474192976951599,0.2474192976951599,0.001559093832560201
291,GEN017,0.2473469227552414,0.2473469227552414,0.001558637767396691
292,INJ040,0.2472904920578003,0.2472904920578003,0.001558282173661008
293,CIR022,0.24721185863018036,0.24721185863018036,0.0015577866711146125
294,MST001,0.2471645027399063,0.2471645027399063,0.0015574882615841132
295,CNS014,0.2471570521593094,0.2471570521593094,0.0015574413123187736
296,CIR002,0.24709150195121765,0.24709150195121765,0.0015570282526823148
297,INJ027,0.24703043699264526,0.24703043699264526,0.0015566434565035905
298,NVS022,0.24691113829612732,0.24691113829612732,0.0015558917048669708
299,MST011,0.24690388143062592,0.24690388143062592,0.00155584597628253
300,RES012,0.24681749939918518,0.24681749939918518,0.0015553016465001813
301,LYM006,0.2467527985572815,0.2467527985572815,0.0015548939390799712
302,NEO021,0.24668753147125244,0.24668753147125244,0.0015544826635155952
303,MST005,0.2466188669204712,0.2466188669204712,0.0015540499790862245
304,RSP006,0.24656324088573456,0.24656324088573456,0.001553699455871198
305,INJ009,0.24641883373260498,0.24641883373260498,0.0015527894852103838
306,HEP004,0.2461092621088028,0.2461092621088028,0.0015508387432355184
307,MST006,0.24604633450508118,0.24604633450508118,0.0015504422097404591
308,BLD008,0.24583977460861206,0.24583977460861206,0.0015491405883081809
309,SKN006,0.24572275578975677,0.24572275578975677,0.0015484032031467551
310,ENT006,0.24569013714790344,0.24569013714790344,0.001548197659263098
311,INJ031,0.24549581110477448,0.24549581110477448,0.0015469731285245073
312,NVS018,0.2453111857175827,0.2453111857175827,0.0015458097257293891
313,FAC021,0.24530993402004242,0.24530993402004242,0.001545801838252812
314,MBD012,0.24500422179698944,0.24500422179698944,0.0015438754159973929
315,NEO073,0.24484620988368988,0.24484620988368988,0.001542879715978068
316,SKB009,0.244800865650177,0.244800865650177,0.0015425939827492107
317,CIR014,0.244609072804451,0.244609072804451,0.0015413854147608356
318,CIR039,0.24452835321426392,0.24452835321426392,0.001540876766420145
319,RHB001,0.24417878687381744,0.24417878687381744,0.0015386740007889363
320,RES011,0.24416665732860565,0.24416665732860565,0.001538597567384963
321,HEP013,0.24395529925823212,0.24395529925823212,0.0015372657106258061
322,MUS017,0.2439284324645996,0.2439284324645996,0.001537096411574991
323,INJ017,0.24384891986846924,0.24384891986846924,0.0015365953690152855
324,INJ025,0.243703693151474,0.243703693151474,0.0015356802339352837
325,NEO067,0.24347496032714844,0.24347496032714844,0.0015342388914893544
326,NEO066,0.24326889216899872,0.24326889216899872,0.0015329403687085886
327,RES010,0.24325236678123474,0.24325236678123474,0.001532836235238065
328,SYM014,0.24304334819316864,0.24304334819316864,0.0015315191205482247
329,EAR002,0.24291551113128662,0.24291551113128662,0.0015307135650535256
330,NVS008,0.24265344440937042,0.24265344440937042,0.0015290621715944666
331,EYE007,0.24250470101833344,0.24250470101833344,0.0015281248764612244
332,FAC003,0.24232250452041626,0.24232250452041626,0.001526976779126607
333,GEN026,0.24210700392723083,0.24210700392723083,0.0015256188185759209
334,CAR008,0.2420404702425003,0.2420404702425003,0.0015251995616364373
335,NEO050,0.24188975989818573,0.24188975989818573,0.0015242498718971455
336,EYE009,0.24173268675804138,0.24173268675804138,0.0015232600874852534
337,INJ076,0.241615429520607,0.241615429520607,0.001522521199947337
338,FAC016,0.24159778654575348,0.24159778654575348,0.0015224100240870126
339,MAL010,0.24159234762191772,0.24159234762191772,0.0015223757511233147
340,MUS007,0.24146531522274017,0.24146531522274017,0.0015215752661492724
341,NEO062,0.24132747948169708,0.24132747948169708,0.0015207067047404877
342,NEO056,0.24132002890110016,0.24132002890110016,0.0015206597554751479
343,CIR015,0.24103286862373352,0.24103286862373352,0.0015188502368904246
344,BLD010,0.240945503115654,0.240945503115654,0.001518299709805051
345,MUS038,0.24087269604206085,0.24087269604206085,0.0015178409215841513
346,GNR003,0.2408573478460312,0.2408573478460312,0.0015177442060975515
347,ADM021,0.24056829512119293,0.24056829512119293,0.0015159227623994318
348,ADM004,0.24042677879333496,0.24042677879333496,0.0015150310080535691
349,NVS010,0.24041055142879486,0.24041055142879486,0.0015149287525536594
350,NEO065,0.24036064743995667,0.24036064743995667,0.0015146142863744138
351,MST009,0.2403572052717209,0.2403572052717209,0.0015145925958138268
352,MUS002,0.24027228355407715,0.24027228355407715,0.0015140574680874849
353,RHB002,0.2402585744857788,0.2402585744857788,0.0015139710814392597
354,CAR021,0.240108460187912,0.240108460187912,0.0015130251476411951
355,FRS015,0.2398921549320221,0.2398921549320221,0.0015116621165698525
356,RSP014,0.23985368013381958,0.23985368013381958,0.0015114196705636382
357,OTR001,0.23978449404239655,0.23978449404239655,0.0015109836996856935
358,MST029,0.23969921469688416,0.23969921469688416,0.001510446318394615
359,INF005,0.23967455327510834,0.23967455327510834,0.0015102909163263406
360,NEO009,0.23966951668262482,0.23966951668262482,0.001510259178622971
361,GEN007,0.23953302204608917,0.23953302204608917,0.0015093990680819474
362,MST020,0.23941440880298615,0.23941440880298615,0.001508651635777739
363,MBD008,0.23941320180892944,0.23941320180892944,0.001508644029996754
364,INJ008,0.23912553489208221,0.23912553489208221,0.0015068313188619875
365,race5.0,0.23904255032539368,0.23904255032539368,0.0015063083979446337
366,RSP015,0.238886296749115,0.238886296749115,0.0015053237779519293
367,INJ034,0.2388186901807785,0.2388186901807785,0.0015048977603182366
368,CIR029,0.23848868906497955,0.23848868906497955,0.00150281828345781
369,MBD026,0.23819772899150848,0.23819772899150848,0.001500984820747763
370,NEO058,0.2381054162979126,0.2381054162979126,0.001500403119350204
371,RAD003,0.23791353404521942,0.23791353404521942,0.001499193987970645
372,INJ022,0.23785047233104706,0.23785047233104706,0.0014987966093888095
373,RES014,0.23772546648979187,0.23772546648979187,0.0014980088946149397
374,CIR003,0.23767107725143433,0.23767107725143433,0.0014976661649779598
375,GNR007,0.23752908408641815,0.23752908408641815,0.0014967714058791155
376,ESA009,0.23746544122695923,0.23746544122695923,0.0014963703652545836
377,URN008,0.2372424453496933,0.2372424453496933,0.001494965173742966
378,FAC020,0.23721306025981903,0.23721306025981903,0.0014947800058404662
379,CAR017,0.2372107356786728,0.2372107356786728,0.00149476535766968
380,MUS024,0.23714421689510345,0.23714421689510345,0.0014943461946287271
381,LYM007,0.23712478578090668,0.23712478578090668,0.0014942237509447212
382,MUS034,0.23712044954299927,0.23712044954299927,0.0014941964264722934
383,CIR005,0.23696443438529968,0.23696443438529968,0.0014932133088560798
384,MUS025,0.2368028461933136,0.2368028461933136,0.0014921950731893918
385,GIS029,0.2366723120212555,0.2366723120212555,0.00149137252206064
386,GEN006,0.23655301332473755,0.23655301332473755,0.0014906207704240206
387,NEO057,0.23654119670391083,0.23654119670391083,0.0014905463088891917
388,EYE008,0.2363937497138977,0.2363937497138977,0.0014896171829281188
389,NVS012,0.23638206720352173,0.23638206720352173,0.001489543566480066
390,NEO036,0.2361082136631012,0.2361082136631012,0.0014878178992832395
391,END013,0.23607473075389862,0.23607473075389862,0.0014876069092848027
392,MST003,0.2359318733215332,0.2359318733215332,0.001486706704071179
393,ESA010,0.23573176562786102,0.23573176562786102,0.0014854457407026847
394,MST007,0.23559099435806274,0.23559099435806274,0.001484558681283356
395,NVS011,0.23552295565605164,0.23552295565605164,0.0014841299405922738
396,MAM006,0.23541033267974854,0.23541033267974854,0.0014834202554973987
397,MST002,0.2352830320596695,0.2352830320596695,0.0014826180803498043
398,MRS005,0.23515212535858154,0.23515212535858154,0.0014817931817577854
399,INJ026,0.23510973155498505,0.23510973155498505,0.0014815260404380025
400,SYM005,0.23505547642707825,0.23505547642707825,0.0014811841558877985
401,EST001,0.2349148988723755,0.2349148988723755,0.0014802983171493687
402,CNS007,0.2347583770751953,0.2347583770751953,0.001479312006983112
403,CIR010,0.23468537628650665,0.23468537628650665,0.0014788519980813136
404,MUS008,0.23460552096366882,0.23460552096366882,0.0014783487958554024
