Training AUC,Validation AUC
,
0.8918924087585551,0.889404904140925
0.9100261707415342,0.9104200061794273
0.9233554760230586,0.9227223459997421
0.9336084316213727,0.9321371145475907
0.9418582479417592,0.9406766118596817
0.9475816985759166,0.9463167565943419
0.95711629786931,0.9563200589029816
0.9609026375815944,0.9601420736797498
0.9672018232715942,0.9668268569816899
0.9718137751061954,0.9707141561325856
0.9749534717500256,0.9734377635291901
0.9779014123851868,0.9766417469921354
0.981897529016,0.9802428401555062
0.9827972378373917,0.9806918584627682
0.9852760711595001,0.9841782389199042
0.9891903287332828,0.9878306206214292
0.9895286918491087,0.9884389965800554
0.9915379025148976,0.9905989615444033
0.9923177779222887,0.991392383714091
0.9932123655199666,0.9927759341068956
0.9943029446037874,0.9938870086044274
0.9941683514365371,0.9934787376677197
0.9948614800781015,0.9948204777150859
0.9952894243477212,0.9948528098678084
0.9959375409758289,0.9958743287313608
0.9964903915697315,0.99686076942374
0.9974202640767059,0.9976172532162076
0.9976802225458363,0.9978179783068086
0.997788718407968,0.9976588863991654
0.9980688074734565,0.9978721900258941
0.9982107120733043,0.9981501579580677
0.99867775801329,0.9985948357845534
0.9986104412990682,0.9985144925995688
0.9987479252199558,0.99873638860661
0.9987831859725367,0.9986956412360556
0.9991130539766995,0.9991590097042521
0.9991285303791796,0.9993036628697204
0.999291684836543,0.9994189956446375
0.9992513592259185,0.9992176504853543
0.999515102247164,0.9995160806840455
0.9994603953385011,0.9995531962237463
0.999537471365837,0.999566837734758
0.9996403467654658,0.9996141401170973
0.999468576412861,0.9995730384215815
0.9996455807205188,0.9996252127721393
0.9997355966951939,0.9996891684276618
0.9996548971605134,0.9996603795245526
0.9997200156136127,0.9997370022974431
0.99970565847229,0.9996206951288821
0.9996667339511719,0.9996321221088855
0.9997912135068121,0.9997256638986801
0.9997099744721493,0.9997471891400818
0.9998809073919454,0.999859687315308
0.9998045882750324,0.999773940674663
0.9999141953460831,0.9998866160123703
0.9997246617552521,0.9997502894834935
0.9998178583641516,0.999892108049271
0.9998041051407198,0.9997927198976142
0.9996258124748952,0.9997541870580683
0.9999007803166702,0.9999113301784238
0.9997420223815513,0.9997990977469186
0.9998373206247108,0.9998730630825988
0.9998535619898524,0.9998601302215098
0.9999092593238562,0.9998580042717417
0.9999404617482112,0.9999468512557985
0.9999029463688381,0.9998361247053789
0.9998978090406476,0.9999386132004473
0.9998662845267509,0.9998895391933013
0.9998913269886204,0.9998720001077147
0.9998702784370683,0.9998529551410426
0.9999672354413676,0.99997626022759
0.9999856589631545,0.9999815751020102
0.9999756580828838,0.9999573924233985
0.9999583618744928,0.999973868534101
0.9999681131353687,0.9999925591758118
0.9999770269634362,0.9999537605925448
0.9999811658140473,0.9999948622880606
0.9999520006060437,0.9999669591973547
0.9999918511345941,0.9999937993131764
0.9999792091200812,0.9999955709379833
0.9999379011363545,0.99989184230555
0.9999910861719326,0.999987067138911
0.9999808276200285,0.9999927363382924
0.9999279727262307,0.9998788208632206
0.999922819293563,0.9998961827863264
0.999973661127725,0.9999540263362657
0.9999832835527842,0.999980512127126
0.9999918591868328,0.9999947737068201
0.9999557448969663,0.999991850525889
0.9999890167466271,0.9999860041640269
0.9999699329412796,0.9999505716678926
0.9999940010822853,0.9999961024254252
0.9999650452324839,0.9999642131789044
0.9999755372993056,0.9999656304787498
0.9999648278220431,0.9999252374331566
0.9999955712688012,0.9999962795879059
0.999982389754306,0.9999782090148774
0.9999397370467423,0.9999632387852607
0.9999915290450526,0.9999925591758118
0.9999241962263538,0.9998824526940745
