Training Logloss,Validation Logloss
,
0.430023146152965,0.4163176749158879
0.40101469379698224,0.38468860887430845
0.37964582084763676,0.36953232324788376
0.35783176904630565,0.35021701702611385
0.346974831521135,0.3343827434326103
0.33541198371756,0.3299014851680749
0.3252698401862739,0.31453011660086516
0.3314169927494845,0.321794442850715
0.29974973665346905,0.2875095469861206
0.28940838378988315,0.27658733669966745
0.27783764446238596,0.2677367795424262
0.2736462354911171,0.264277012837286
0.24968383343594738,0.23611453927335935
0.24167093280467983,0.23232327762289792
0.23110266145456557,0.225317624303825
0.22113451683112267,0.21420008173516636
0.21546345361098757,0.21111913362697587
0.20503454630423965,0.1998645021322448
0.20438685268100346,0.19385476530921977
0.19052514828140685,0.18680975408298198
0.18227287268043674,0.1812655213773881
0.1814433285836922,0.1790455662243792
0.17153789770618272,0.1710294822716734
0.16281937596469362,0.15911583364042162
0.16620730121766863,0.15940233184726882
0.1506018063061636,0.15086404229489916
0.14624083000387753,0.14613802794027805
0.14502264831112044,0.14325220485732362
0.14019794503272104,0.13934716550160556
0.14252091419259907,0.14173683132286907
0.12688541680043533,0.12902763488006241
0.13436197957537702,0.13231356961370122
0.12632079874917893,0.13112990516543443
0.1244409891701108,0.1198525731182697
0.11316194271213276,0.11076899310541344
0.11147776467250266,0.10973145903168402
0.10861876630018213,0.1128302288604489
0.10563267536443956,0.10527913190071446
0.09917370655489471,0.10192973517388719
0.1023202369152481,0.10064232212093273
0.09581231462144175,0.09793678192852831
0.09200365696308038,0.09484195610588027
0.08972579539343178,0.09280156064898512
0.08854667837401058,0.09049533918304156
0.08594389049335532,0.08720843207573484
0.08318075363366785,0.08449851515027543
0.0838438511934882,0.08184044750778155
0.07722446650761881,0.08267932045906617
0.07479647944954043,0.07752928237802945
0.07486361924699303,0.07487590045386225
0.07105897792257618,0.06906589302168631
0.07100519734266028,0.07028462557592235
0.06732347310580138,0.0708744100907949
0.06582218224294233,0.06730328740869779
0.06616131240356746,0.06874396827009754
0.06527212453634684,0.07065118671644025
0.061624858100614674,0.06596697186940399
0.06743503333297736,0.06412051419262704
0.059717825034573103,0.05831232076853718
0.05905861860756778,0.05893412038101415
0.05976037559033847,0.06486182322796466
0.05745508454352795,0.059690519951927236
0.056747288641904606,0.06038341901806277
0.05215628194825997,0.05597481201194182
0.052308874756270225,0.054638894940110816
0.0489476389779554,0.05274305631338029
0.04889229406351915,0.05276632798638295
0.047057920143149204,0.05170469741757565
0.047967499484763344,0.05165311682251183
0.04759701813893895,0.05096711457842149
0.04401885317497125,0.04722922077783345
0.044473714926086184,0.04703859776037258
0.0437411942717469,0.04935753460320776
0.04230171524583503,0.04753889343746126
0.04014545411749224,0.04414254014923035
0.0412731612530537,0.04571631135953293
0.038926473941801265,0.0450289041176441
0.03672804035182928,0.04140728160933754
0.03628422337643633,0.041656704638225475
0.03439702198954087,0.038555916032864034
0.03557744107251295,0.04041842114302332
0.03369827176473902,0.03951091798220136
0.03282603407214656,0.038381113449946734
0.03322426578809766,0.03838325156769088
0.03466421364090824,0.039544636671314526
0.03263880789850584,0.03796684634537629
0.032014490869920774,0.036683658967290214
0.030449565744913018,0.0371414104139625
0.030752300322845868,0.03454928548958361
0.030103215915197264,0.03638671193415382
0.028803026430441053,0.03564258831275711
0.02796777728014376,0.031978193678362014
0.02833637316355006,0.03125797593090088
0.027311301927737133,0.030252715948948246
0.026282573163982192,0.029843042189458744
0.024717652804612546,0.028529026697376204
0.027323896237468864,0.03350051833214998
0.02440886927305405,0.028779902980487063
0.02445767676845916,0.03053384274698243
0.023905602408589355,0.0277873784980661
