Training Logloss,Validation Logloss
,
0.3971670899612792,0.3852353006653338
0.36707563188592274,0.35265095062243274
0.3366394728710109,0.32502971584503354
0.30678223581407105,0.2990726050357319
0.2760446319298702,0.2674293915666945
0.23278648949360467,0.23561343850406835
0.20735754575757515,0.2018988970640455
0.17319256207182604,0.17441046886720418
0.14063646526381032,0.13727417407502307
0.12257436311057925,0.12205572431475022
0.10631000012129929,0.10531310059794885
0.08700342240660423,0.0836291157486744
0.0791357465781881,0.07459877883431411
0.0655558633861953,0.06370931863503432
0.05404820061179994,0.052194392209093526
0.0468514457349562,0.042860271643877956
0.048659826561827185,0.045375595050645846
0.037817182029373834,0.033516573326727514
0.028125475669394946,0.027858734380818703
0.026498886005411594,0.02794465498550961
0.021772846692919096,0.02316406972452632
0.02007151171994441,0.019859178992403595
0.013346978295472853,0.014598793038527775
0.01566167726423452,0.015695993378266358
0.011953419357403194,0.013502215218253765
